,player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Last Season Games,Last Season Points,Last Season Total Rebound Percentage,Last Season Assists Percentage,Last Season Field Goal Percentage,Last Season 3pt Field Goal Percentage,Last Season TFree Throw Percentage,Last Season Effective Field Goal Percentage,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage
253,kornelu01,Luke Kornet,Center,Right,7-2,250,15,July,1995,Vanderbilt,73,6.0,5.3,1.6,73,6.0,5.3,1.6,8,353,5.2,3.5,1.1,53.6,32.1,77.0,58.9
254,middlkh01,Khris Middleton,"Small Forward , Shooting Guard",Right,6-7,222,12,August,1991,"Texas,A&M",37,11.9,3.7,4.1,37,11.9,3.7,4.1,13,776,16.6,4.8,4.0,46.0,38.7,87.8,52.9
255,huffja01,Jay Huff,Center,Right,7-1,240,25,August,1998,Virginia,64,6.9,2.0,0.6,64,6.9,2.0,0.6,4,95,5.4,1.7,0.5,52.0,40.4,82.4,64.9
256,clingdo01,Donovan Clingan,Center,Right,7-2,280,23,February,2004,UConn,67,6.5,7.9,1.1,67,6.5,7.9,1.1,1,67,6.5,7.9,1.1,53.9,28.6,59.6,56.0
257,willike04,Kenrich Williams,"Power Forward , Small Forward",Right,6-7,210,2,December,1994,TCU,69,6.3,3.5,1.4,69,6.3,3.5,1.4,7,391,6.4,4.1,1.8,47.0,36.5,54.9,55.1
258,stewais01,Isaiah Stewart,"Center , Power Forward",Right,6-8,250,22,May,2001,Washington,72,6.0,5.5,1.7,72,6.0,5.5,1.7,5,307,8.6,7.1,1.3,50.7,34.5,73.3,55.3
259,bryanth01,Thomas Bryant,Center,Right,6-10,248,31,July,1997,Indiana,66,6.5,3.8,0.8,66,6.5,3.8,0.8,8,333,8.9,5.1,1.0,58.2,34.6,77.8,62.4
260,clownno01,Noah Clowney,Power Forward,Right,6-10,210,14,July,2004,Alabama,46,9.1,3.9,0.9,46,9.1,3.9,0.9,2,69,8.0,3.8,0.8,39.4,33.7,80.0,50.0
261,battlja01,Jamison Battle,Small Forward,Left,6-7,220,10,May,2001,"George,Washington",59,7.1,2.7,0.9,59,7.1,2.7,0.9,1,59,7.1,2.7,0.9,42.9,40.5,88.9,58.1
262,robinje02,Jeremiah Robinson-Earl,"Power Forward , Center",Right,6-9,230,3,November,2000,Villanova,66,6.3,4.8,1.3,66,6.3,4.8,1.3,4,197,6.0,4.3,1.0,44.1,34.2,79.6,52.2
263,krejcvi01,Vit Krejci,"Point Guard , Shooting Guard",Right,6-8,195,19,June,2000,Colleges,57,7.2,2.7,2.6,57,7.2,2.7,2.6,4,138,5.6,2.4,2.0,46.5,39.4,76.0,59.4
264,jackstr02,Trayce Jackson-Davis,"Power Forward , Center",Left,6-9,245,22,February,2000,Indiana,62,6.6,5.0,1.7,62,6.6,5.0,1.7,2,130,7.3,5.0,1.4,64.2,0.0,56.8,64.2
265,colliza01,Zach Collins,"Center , Power Forward",Right,6-11,250,19,November,1997,Gonzaga,64,6.4,4.5,1.7,64,6.4,4.5,1.7,7,378,8.0,4.8,1.8,48.2,33.1,76.7,53.3
266,diabamo01,Moussa DiabatÃ©,Center,Right,6-11,210,21,January,2002,Michigan,71,5.7,6.2,0.8,71,5.7,6.2,0.8,3,104,4.7,4.9,0.6,58.1,12.5,60.3,58.2
267,ingrabr01,Brandon Ingram,"Small Forward , Power Forward",Right,6-8,190,2,September,1997,Duke,18,22.2,5.6,5.2,18,22.2,5.6,5.2,9,495,19.5,5.2,4.3,46.8,36.3,78.8,51.3
268,paytoga02,Gary Payton II,"Shooting Guard, Point Guard, , Small Forward",Left,6-2,190,1,December,1992,"Oregon,State",62,6.5,3.0,1.3,62,6.5,3.0,1.3,9,270,5.5,2.8,1.2,55.7,34.0,62.5,61.5
269,sharpda01,Day'Ron Sharpe,"Center , Power Forward",Right,6-11,265,6,November,2001,UNC,50,7.9,6.6,1.8,50,7.9,6.6,1.8,4,191,6.5,5.6,1.2,55.0,29.5,64.8,56.2
270,mogbojo01,Jonathan Mogbo,Power Forward,Right,6-9,225,29,October,2001,"Missouri,State",63,6.2,4.9,2.3,63,6.2,4.9,2.3,1,63,6.2,4.9,2.3,43.8,24.3,73.2,46.2
271,wagnemo01,Moritz Wagner,Center,Right,6-11,245,26,April,1997,Michigan,30,12.9,4.9,1.4,30,12.9,4.9,1.4,7,363,9.2,4.0,1.2,52.5,32.4,80.7,58.3
272,mamuksa01,Sandro Mamukelashvili,"Center , Power Forward",Left,6-11,240,23,May,1999,"Seton,Hall",61,6.3,3.1,0.8,61,6.3,3.1,0.8,4,191,5.2,3.1,0.9,47.1,34.8,73.1,55.5
273,olynyke01,Kelly Olynyk,"Center , Power Forward",Right,6-11,240,19,April,1991,Gonzaga,44,8.7,4.7,2.9,44,8.7,4.7,2.9,12,800,10.2,5.2,2.5,48.6,37.1,79.6,56.2
274,hayesja02,Jaxson Hayes,Center,Right,7-0,220,23,May,2000,Texas,56,6.8,4.8,1.0,56,6.8,4.8,1.0,6,367,6.8,3.9,0.7,64.9,26.1,69.6,65.9
275,carusal01,Alex Caruso,"Point Guard , Shooting Guard",Right,6-5,186,28,February,1994,"Texas,A&M",54,7.1,2.9,2.5,54,7.1,2.9,2.5,8,417,6.9,2.9,2.8,44.0,37.6,75.8,53.4
276,isaacjo01,Jonathan Isaac,Power Forward,Right,6-10,230,3,October,1997,"Florida,State",71,5.4,4.4,0.6,71,5.4,4.4,0.6,6,276,7.6,4.9,0.8,44.3,32.3,74.9,50.6
277,achiupr01,Precious Achiuwa,"Center , Power Forward",Right,6-8,225,19,September,1999,Memphis,57,6.6,5.6,1.0,57,6.6,5.6,1.0,5,320,7.6,5.7,1.0,48.4,30.4,60.6,51.4
278,hortota01,Talen Horton-Tucker,"Shooting Guard , Point Guard",Right,6-4,234,25,November,2000,"Iowa,State",58,6.5,1.7,1.4,58,6.5,1.7,1.4,6,305,9.2,2.6,2.8,42.7,29.9,77.1,47.8
279,sassema01,Marcus Sasser,Point Guard,Right,6-2,195,21,September,2000,Houston,57,6.6,1.2,2.3,57,6.6,1.2,2.3,2,128,7.5,1.5,2.9,44.1,37.8,86.3,53.2
280,phillju01,Julian Phillips,Small Forward,Right,6-8,198,5,November,2003,Tennessee,79,4.6,2.1,0.5,79,4.6,2.1,0.5,2,119,3.8,1.7,0.4,44.0,32.5,76.8,52.5
281,martico01,Cody Martin,Small Forward,Right,6-5,205,28,September,1995,"NC,State",53,6.8,4.2,2.0,53,6.8,4.2,2.0,6,259,6.2,3.7,2.2,43.6,30.8,66.1,49.6
282,anderky01,Kyle Anderson,"Small Forward , Power Forward",Right,6-9,230,20,September,1993,UCLA,61,5.9,3.4,2.4,61,5.9,3.4,2.4,11,714,6.8,4.3,2.8,47.8,34.0,71.6,51.4
283,burksal01,Alec Burks,"Shooting Guard , Small Forward",Right,6-6,214,20,July,1991,Colorado,49,7.3,2.5,1.1,49,7.3,2.5,1.1,14,791,10.6,3.3,1.9,41.5,38.6,80.5,48.8
284,martica02,Caleb Martin,Small Forward,Right,6-5,205,28,September,1995,"NC,State",45,7.9,3.9,2.1,45,7.9,3.9,2.1,6,311,8.4,3.9,1.6,44.7,35.7,73.4,52.0
285,mathega01,Garrison Mathews,Shooting Guard,Right,6-5,215,24,October,1996,Lipscomb,47,7.5,1.9,1.3,47,7.5,1.9,1.3,6,314,6.5,1.8,0.7,40.5,38.2,83.8,56.8
286,salauti01,Tidjane SalaÃ¼n,Power Forward,Right,6-9,207,10,August,2005,Colleges,60,5.9,4.7,1.2,60,5.9,4.7,1.2,1,60,5.9,4.7,1.2,33.0,28.3,71.3,41.4
287,mccaija01,Jared McCain,"Shooting Guard , Point Guard",Right,6-2,195,20,February,2004,Duke,23,15.3,2.4,2.6,23,15.3,2.4,2.6,1,23,15.3,2.4,2.6,46.0,38.3,87.5,55.3
288,rolliry01,Ryan Rollins,Point Guard,Right,6-4,180,3,July,2002,Toledo,56,6.2,1.9,1.9,56,6.2,1.9,1.9,3,81,5.1,1.6,1.5,48.1,41.4,80.9,56.8
289,greenja02,Javonte Green,"Shooting Guard , Small Forward",Right,6-4,205,23,July,1993,Radford,68,5.1,3.2,0.8,68,5.1,3.2,0.8,6,263,5.3,3.1,0.7,50.9,33.8,74.7,57.0
290,looneke01,Kevon Looney,"Center , Power Forward",Right,6-9,222,6,February,1996,UCLA,76,4.5,6.1,1.6,76,4.5,6.1,1.6,10,599,5.0,5.7,1.6,57.5,18.5,60.8,57.7
291,holidaa01,Aaron Holiday,Point Guard,Right,6-0,185,30,September,1996,UCLA,62,5.5,1.3,1.3,62,5.5,1.3,1.3,7,448,6.5,1.6,2.0,42.1,38.2,85.1,50.6
292,postqu01,Quinten Post,Power Forward,Right,7-0,238,21,March,2000,"Mississippi,State",42,8.1,3.5,1.3,42,8.1,3.5,1.3,1,42,8.1,3.5,1.3,44.9,40.8,77.8,58.2
293,brownbr01,Bruce Brown,"Point Guard, Small Forward, , Shooting Guard",Right,6-4,202,15,August,1996,"Miami,(FL)",41,8.3,4.0,2.0,41,8.3,4.0,2.0,7,457,8.9,4.2,2.4,47.6,33.7,76.8,51.8
294,bonaad01,Adem Bona,"Center , Power Forward",Right,6-10,235,28,March,2003,UCLA,58,5.8,4.2,0.5,58,5.8,4.2,0.5,1,58,5.8,4.2,0.5,70.3,0.0,67.0,70.3
295,okorois01,Isaac Okoro,"Small Forward , Shooting Guard",Right,6-5,225,26,January,2001,Auburn,55,6.1,2.4,1.2,55,6.1,2.4,1.2,5,334,8.1,2.8,1.6,46.7,35.1,73.1,54.3
296,mykhasv01,Svi Mykhailiuk,Small Forward,Right,6-7,205,10,June,1997,Kansas,38,8.8,2.4,2.0,38,8.8,2.4,2.0,7,331,6.6,1.8,1.4,40.2,36.0,76.5,51.9
297,sheppbe01,Ben Sheppard,Shooting Guard,Right,6-6,190,16,July,2001,Belmont,63,5.3,2.8,1.3,63,5.3,2.8,1.3,2,120,4.9,2.2,1.2,40.7,33.0,88.7,52.0
298,vukcetr01,Tristan Vukcevic,Center,Right,6-10,223,11,March,2003,Colleges,35,9.4,3.7,1.1,35,9.4,3.7,1.1,2,45,9.2,3.7,1.2,48.2,34.8,77.5,56.0
299,jonestr01,Tre Jones,Point Guard,Right,6-1,185,8,January,2000,Duke,46,7.2,2.5,4.2,46,7.2,2.5,4.2,5,297,8.4,2.8,4.7,48.8,31.1,83.9,52.3
300,terryda01,Dalen Terry,Shooting Guard,Right,6-7,195,12,July,2002,Arizona,73,4.5,1.7,1.3,73,4.5,1.7,1.3,3,170,3.5,1.6,1.2,44.5,29.8,66.2,50.6
301,matkoka01,Karlo MatkoviÄ,Power Forward,Right,6-11,231,30,March,2001,Colleges,42,7.7,5.0,1.1,42,7.7,5.0,1.1,1,42,7.7,5.0,1.1,57.4,31.8,77.3,61.9
302,wadede01,Dean Wade,Power Forward,Right,6-9,228,20,November,1996,"Kansas,State",59,5.4,4.2,1.3,59,5.4,4.2,1.3,6,283,5.2,3.5,1.0,42.8,36.8,67.8,56.6
303,jeffrda01,DaQuan Jeffries,Shooting Guard,Right,6-5,230,30,August,1997,"Oral,Roberts",47,6.7,2.9,1.1,47,6.7,2.9,1.1,6,111,4.6,2.1,0.8,41.5,31.5,78.3,50.2
304,miltosh01,Shake Milton,Shooting Guard,Right,6-5,205,26,September,1996,SMU,57,5.5,1.8,1.8,57,5.5,1.8,1.8,7,359,8.1,2.2,2.4,45.1,35.8,82.4,51.3
305,livelde01,Dereck Lively II,Center,Right,7-1,230,12,February,2004,Duke,36,8.7,7.5,2.4,36,8.7,7.5,2.4,2,91,8.8,7.1,1.6,72.9,0.0,56.5,72.9
306,batumni01,Nicolas Batum,"Small Forward, Power Forward, , Shooting Guard",Right,6-8,230,14,December,1988,Colleges,78,4.0,2.8,1.1,78,4.0,2.8,1.1,17,1131,10.0,4.8,3.1,43.7,36.9,83.2,53.3
307,walkeja01,Jabari Walker,Small Forward,Right,6-9,215,30,July,2002,Colorado,60,5.2,3.5,0.6,60,5.2,3.5,0.6,3,188,6.2,4.5,0.8,46.5,31.8,73.9,51.0
308,quetane01,Neemias Queta,Center,Right,7-0,245,13,July,1999,"Utah,State,University",62,5.0,3.8,0.7,62,5.0,3.8,0.7,4,110,4.7,3.6,0.7,62.7,0.0,71.3,62.7
309,brogdma01,Malcolm Brogdon,"Point Guard , Shooting Guard",Right,6-4,229,11,December,1992,Virginia,24,12.7,3.8,4.1,24,12.7,3.8,4.1,9,463,15.3,4.1,4.7,46.3,38.8,87.4,53.0
310,reevean01,Antonio Reeves,Shooting Guard,Right,6-5,205,20,November,2000,"Illinois,State",44,6.9,1.4,0.9,44,6.9,1.4,0.9,1,44,6.9,1.4,0.9,45.6,39.5,80.0,55.8
311,smartma01,Marcus Smart,"Point Guard , Shooting Guard",Right,6-3,220,6,March,1994,"Oklahoma,State",34,9.0,2.1,3.2,34,9.0,2.1,3.2,11,635,10.6,3.4,4.6,38.8,32.4,77.6,47.4
312,robinor01,Orlando Robinson,Center,Right,7-0,235,10,July,2000,"Fresno,State",44,6.9,5.0,1.8,44,6.9,5.0,1.8,3,111,4.7,3.9,1.2,47.2,34.2,75.4,50.1
313,drumman01,Andre Drummond,Center,Right,6-11,279,10,August,1993,UConn,40,7.3,7.8,0.9,40,7.3,7.8,0.9,13,904,12.5,12.1,1.2,54.2,12.9,48.6,54.3
314,murrakr01,Kris Murray,Small Forward,Left,6-8,220,19,August,2000,Iowa,69,4.2,2.6,1.0,69,4.2,2.6,1.0,2,131,5.1,3.1,1.1,40.6,25.1,55.8,46.5
315,shamela01,Landry Shamet,Shooting Guard,Right,6-4,190,13,March,1997,"Wichita,State",50,5.7,1.2,0.5,50,5.7,1.2,0.5,7,398,8.3,1.7,1.5,41.3,38.5,83.3,54.7
316,dowtije01,Jeff Dowtin Jr.,Point Guard,Right,6-3,185,10,May,1997,"Rhode,Island",41,7.0,1.5,1.9,41,7.0,1.5,1.9,4,87,4.8,1.4,1.7,47.3,37.7,73.3,53.4
317,okogijo01,Josh Okogie,Shooting Guard,Right,6-4,213,1,September,1998,"Georgia,Tech",40,7.1,2.8,0.8,40,7.1,2.8,0.8,7,416,6.3,3.0,1.2,40.6,29.9,74.7,47.1
318,simpskj01,KJ Simpson,Point Guard,Right,6-0,189,8,August,2002,Colorado,36,7.8,3.0,3.1,36,7.8,3.0,3.1,1,36,7.8,3.0,3.1,34.6,25.4,82.0,40.0
319,eubandr01,Drew Eubanks,"Center , Power Forward",Right,6-9,245,1,February,1997,"Oregon,State",61,4.6,3.7,0.9,61,4.6,3.7,0.9,7,384,5.7,4.4,1.0,60.4,39.6,72.5,61.1
320,willija07,Jaylin Williams,"Center , Power Forward",Right,6-8,250,29,June,2002,Arkansas,47,5.9,5.6,2.6,47,5.9,5.6,2.6,3,165,5.1,4.5,1.9,43.0,39.0,75.2,54.8
321,willibr03,Brandon Williams,Point Guard,Right,6-1,190,22,November,1999,Arizona,33,8.3,1.8,2.3,33,8.3,1.8,2.3,3,74,8.6,2.0,2.5,42.6,32.0,74.4,48.1
322,martike04,KJ Martin,"Small Forward , Power Forward",Right,6-6,215,6,January,2001,Colleges,43,6.4,2.9,1.1,43,6.4,2.9,1.1,5,309,8.6,4.0,1.2,54.5,32.9,67.3,59.3
323,micicva01,Vasilije MiciÄ,Point Guard,Right,6-5,200,13,January,1994,Colleges,41,6.6,2.2,3.1,41,6.6,2.2,3.1,2,101,6.8,1.8,3.9,39.5,31.5,81.9,46.3
324,balllo01,Lonzo Ball,Point Guard,Right,6-6,190,27,October,1997,UCLA,35,7.6,3.4,3.3,35,7.6,3.4,3.3,6,287,11.4,5.5,5.8,39.8,36.2,59.9,50.7
325,evbuoto01,Tosan Evbuomwan,Small Forward,Right,6-8,219,16,February,2001,Princeton,28,9.5,4.3,2.0,28,9.5,4.3,2.0,2,45,8.2,4.0,1.6,44.7,33.0,73.5,50.9
326,howarje01,Jett Howard,Small Forward,Right,6-8,215,14,September,2003,Michigan,60,4.5,1.2,0.7,60,4.5,1.2,0.7,2,78,3.8,1.0,0.6,37.0,29.4,66.7,47.6
327,gordoer01,Eric Gordon,"Shooting Guard , Small Forward",Right,6-3,215,25,December,1988,Indiana,39,6.8,1.2,1.7,39,6.8,1.2,1.7,17,925,15.3,2.3,2.7,43.0,37.2,81.0,52.3
