player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Draft,Draft Team,Draf Pick,Experience,NBA Debut
beaslmi01,Michael Beasley,"Power Forward, Small Forward",Left,6-9,235,9,January,1989,Kansas State,2008 NBA Draft,Miami Heat,"1st round (2nd pick, 2nd overall)",,"October 29, 2008"
beatyze01,Zelmo Beaty,"Center, Power Forward",Right,6-9,225,25,October,1939,Prairie View A&M University,1962 NBA Draft,St. Louis Hawks,"1st round (3rd pick, 3rd overall)",,"October 20, 1962"
beaubro01,Rodrigue Beaubois,Point Guard,Right,6-0,170,24,February,1988,,2009 NBA Draft,Oklahoma City Thunder,"1st round (25th pick, 25th overall)",,"October 30, 2009"
beaucma01,MarJon Beauchamp,Small Forward,Right,6-7,199,12,October,2000,Yakima Valley Community College,2022 NBA Draft,Milwaukee Bucks,"1st round (24th pick, 24th overall)",4.0,"October 22, 2022"
beckear01,Art Becker,"Power Forward, Small Forward",Right,6-7,205,12,January,1942,Arizona State,1964 NBA Draft,St. Louis Hawks,"3rd round (6th pick, 24th overall)",,
becker01,Ernie Beck,Shooting Guard,Right,6-4,190,11,December,1931,Penn,1953 NBA Draft,Philadelphia Warriors,"1st round (1st pick, 1st overall), (territorial selection)",,"October 31, 1953"
bedfowi01,William Bedford,Center,Right,7-0,225,14,December,1963,Memphis,1986 NBA Draft,Phoenix Suns,"1st round (6th pick, 6th overall)",,"November 28, 1986"
beekmre01,Reece Beekman,Point Guard,Right,6-3,190,8,October,2001,Virginia,,,,1.0,"October 29, 2024"
belinma01,Marco Belinelli,"Shooting Guard, Small Forward",Right,6-5,220,25,March,1986,,2007 NBA Draft,Golden State Warriors,"1st round (18th pick, 18th overall)",,"October 30, 2007"
belljo01,Jordan Bell,Center,Right,6-8,216,7,January,1995,Oregon,2017 NBA Draft,Chicago Bulls,"2nd round (8th pick, 38th overall)",,"October 17, 2017"
bembrde01,DeAndre' Bembry,"Small Forward, Shooting Guard",Right,6-5,210,4,July,1994,Saint Joseph's,2016 NBA Draft,Atlanta Hawks,"1st round (21st pick, 21st overall)",,"October 27, 2016"
bendedr01,Dragan Bender,"Power Forward, Center",Right,7-0,249,17,November,1997,,2016 NBA Draft,Phoenix Suns,"1st round (4th pick, 4th overall)",,"October 26, 2016"
berinjo01,Joan Beringer,"Power Forward, Center",Right,6-11,230,11,November,2006,,2025 NBA Draft,Minnesota Timberwolves,"1st round (17th pick, 17th overall)",1.0,"October 24, 2025"
bernaju01,Jules Bernard,Shooting Guard,Left,6-6,210,21,January,2000,UCLA,,,,1.0,"December 8, 2023"
bertada01,DÄvis BertÄns,Power Forward,Right,6-10,225,12,November,1992,,2011 NBA Draft,Indiana Pacers,"2nd round (12th pick, 42nd overall)",,"October 25, 2016"
bertada02,Dairis BertÄns,Shooting Guard,Right,6-4,183,9,September,1989,,,,,,"March 10, 2019"
beverpa01,Patrick Beverley,"Point Guard, Shooting Guard",Right,6-2,180,12,July,1988,Arkansas,2009 NBA Draft,Los Angeles Lakers,"2nd round (12th pick, 42nd overall)",,"January 15, 2013"
beysa01,Saddiq Bey,Small Forward,Right,6-8,215,9,April,1999,Villanova,2020 NBA Draft,Brooklyn Nets,"1st round (19th pick, 19th overall)",5.0,"December 26, 2020"
beyty01,Tyler Bey,Small Forward,Right,6-7,215,10,February,1998,Colorado,2020 NBA Draft,Philadelphia 76ers,"2nd round (6th pick, 36th overall)",1.0,"January 13, 2021"
bibbyhe01,Henry Bibby,Point Guard,Right,6-1,185,24,November,1949,UCLA,1972 NBA Draft,New York Knicks,"4th round (11th pick, 58th overall)",,"October 10, 1972"
billuch01,Chauncey Billups,"Point Guard, Shooting Guard",Right,6-3,202,25,September,1976,Colorado,1997 NBA Draft,Boston Celtics,"1st round (3rd pick, 3rd overall)",,"October 31, 1997"
birchkh01,Khem Birch,Center,Right,6-8,233,28,September,1992,Pitt,,,,,"October 21, 2017"
birdla01,Larry Bird,"Small Forward, Power Forward",Right,6-9,220,7,December,1956,Indiana State University,1978 NBA Draft,Boston Celtics,"1st round (6th pick, 6th overall)",,"October 12, 1979"
bitadgo01,Goga Bitadze,Center,Right,6-11,250,20,July,1999,,2019 NBA Draft,Indiana Pacers,"1st round (18th pick, 18th overall)",7.0,"October 26, 2019"
bitimon01,Onuralp Bitim,Shooting Guard,Right,6-6,215,31,March,1999,,,,,,"November 4, 2023"
biyombi01,Bismack Biyombo,Center,Right,6-8,255,28,August,1992,,2011 NBA Draft,Sacramento Kings,"1st round (7th pick, 7th overall)",15.0,"December 26, 2011"
bjeline01,Nemanja Bjelica,"Power Forward, Center",Right,6-10,234,9,May,1988,,2010 NBA Draft,Washington Wizards,"2nd round (5th pick, 35th overall)",,"October 28, 2015"
blackan01,Anthony Black,Point Guard,Right,6-7,200,20,January,2004,Arkansas,2023 NBA Draft,Orlando Magic,"1st round (6th pick, 6th overall)",3.0,"October 25, 2023"
blackle01,Leaky Black,Small Forward,Right,6-6,209,14,June,1999,UNC,,,,2.0,"November 8, 2023"
blakean01,Antonio Blakeney,Shooting Guard,Right,6-4,192,4,October,1996,LSU,,,,,"October 19, 2017"
blantri01,Ricky Blanton,Small Forward,Right,6-7,215,21,April,1966,LSU,1989 NBA Draft,Phoenix Suns,"2nd round (19th pick, 46th overall)",,"February 15, 1993"
bledser01,Eric Bledsoe,"Point Guard, Shooting Guard",Right,6-1,214,9,December,1989,Kentucky,2010 NBA Draft,Oklahoma City Thunder,"1st round (18th pick, 18th overall)",,"October 27, 2010"
blevike01,Keljin Blevins,Small Forward,Right,6-4,200,24,November,1995,Southern Miss,,,,,"December 23, 2020"
bloommi01,Mike Bloom,Forward/Center,Right,6-6,190,14,January,1915,Temple,,,,,
blossja01,Jaron Blossomgame,Small Forward,Right,6-8,220,16,September,1993,Clemson,2017 NBA Draft,San Antonio Spurs,"2nd round (29th pick, 59th overall)",,"December 5, 2018"
boehebu01,Buddy Boeheim,Small Forward,Right,6-5,205,11,November,1999,Syracuse,,,,3.0,"October 21, 2022"
bogdabo01,Bogdan BogdanoviÄ,Shooting Guard,Right,6-5,225,18,August,1992,,2014 NBA Draft,Phoenix Suns,"1st round (27th pick, 27th overall)",9.0,"October 23, 2017"
bogdabo02,Bojan BogdanoviÄ,"Small Forward, Power Forward",Right,6-7,226,18,April,1989,,2011 NBA Draft,Miami Heat,"2nd round (1st pick, 31st overall)",,"October 29, 2014"
bogutan01,Andrew Bogut,"Center, Power Forward",Right,7-0,260,28,November,1984,Utah,2005 NBA Draft,Milwaukee Bucks,"1st round (1st pick, 1st overall)",,"November 1, 2005"
bolbo01,Bol Bol,Power Forward,Right,7-3,220,16,November,1999,Oregon,2019 NBA Draft,Miami Heat,"2nd round (14th pick, 44th overall)",6.0,"August 1, 2020"
boldejo01,Jonah Bolden,"Center, Power Forward",Right,6-8,225,2,January,1996,UCLA,2017 NBA Draft,Philadelphia 76ers,"2nd round (6th pick, 36th overall)",,"October 16, 2018"
boldema01,Marques Bolden,Center,Right,6-10,249,17,April,1998,Duke,,,,3.0,"February 1, 2020"
bolmale01,Leandro Bolmaro,"Small Forward, Shooting Guard",Right,6-6,200,11,September,2000,,2020 NBA Draft,New York Knicks,"1st round (23rd pick, 23rd overall)",,"October 20, 2021"
bonaad01,Adem Bona,"Center, Power Forward",Right,6-10,235,28,March,2003,UCLA,2024 NBA Draft,Philadelphia 76ers,"2nd round (11th pick, 41st overall)",2.0,"October 23, 2024"
bonejo01,Jordan Bone,Point Guard,Right,6-2,180,5,November,1997,Tennessee,2019 NBA Draft,New Orleans Pelicans,"2nd round (27th pick, 57th overall)",2.0,"November 4, 2019"
bongais01,Isaac Bonga,"Small Forward, Point Guard",Right,6-8,180,8,November,1999,,2018 NBA Draft,Philadelphia 76ers,"2nd round (9th pick, 39th overall)",,"December 7, 2018"
bonharo01,Ron Bonham,"Small Forward, Shooting Guard",Right,6-5,192,31,May,1942,Cincinnati,1964 NBA Draft,Boston Celtics,"2nd round (9th pick, 18th overall)",,"October 17, 1964"
bonnema01,Matt Bonner,"Power Forward, Center",Right,6-10,235,5,April,1980,Florida,2003 NBA Draft,Chicago Bulls,"2nd round (16th pick, 45th overall)",,"November 3, 2004"
bookede01,Devin Booker,"Shooting Guard, Point Guard",Right,6-5,206,30,October,1996,Kentucky,2015 NBA Draft,Phoenix Suns,"1st round (13th pick, 13th overall)",11.0,"October 28, 2015"
boonero01,Ron Boone,Shooting Guard,Right,6-2,200,6,September,1946,"Iowa Western Community College, Clarinda Campus",1968 NBA Draft,Phoenix Suns,"11th round (13th pick, 147th overall)",,"October 22, 1976"
boothke01,Keith Booth,Small Forward,Right,6-6,226,9,October,1974,Maryland,1997 NBA Draft,Chicago Bulls,"1st round (28th pick, 28th overall)",,"November 8, 1997"
boozebo01,Bob Boozer,"Power Forward, Small Forward",Right,6-8,215,26,April,1937,Kansas State,1959 NBA Draft,Cincinnati Royals,"1st round (1st pick, 1st overall)",,"October 19, 1960"
boshch01,Chris Bosh,"Center, Power Forward",Left,6-11,235,24,March,1984,Georgia Tech,2003 NBA Draft,Toronto Raptors,"1st round (4th pick, 4th overall)",,"October 29, 2003"
bostobr01,Brandon Boston Jr.,"Shooting Guard, Small Forward",Right,6-6,188,28,November,2001,Kentucky,2021 NBA Draft,Memphis Grizzlies,"2nd round (21st pick, 51st overall)",,"October 25, 2021"
bosweto01,Tom Boswell,Power Forward,Right,6-9,220,2,October,1953,South Carolina State,1975 NBA Draft,Boston Celtics,"1st round (17th pick, 17th overall)",,"October 24, 1975"
bouchch01,Chris Boucher,"Power Forward, Center, Small Forward",Right,6-8,200,11,January,1993,New Mexico Junior College,,,,9.0,"March 14, 2018"
bouknja01,James Bouknight,Shooting Guard,Right,6-4,190,18,September,2000,UConn,2021 NBA Draft,Charlotte Hornets,"1st round (11th pick, 11th overall)",3.0,"October 22, 2021"
bouyeja01,Jamaree Bouyea,Point Guard,Right,6-2,180,27,June,1999,San Francisco,,,,4.0,"February 10, 2023"
bowenbr01,Bruce Bowen,Small Forward,Right,6-7,185,14,June,1971,Cal State Fullerton,,,,,"March 16, 1997"
bowenbr02,Brian Bowen,Small Forward,Right,6-7,199,2,October,1998,,,,,,"November 12, 2019"
bowmaky01,Ky Bowman,Point Guard,Right,6-1,187,16,June,1997,Boston College,,,,,"October 24, 2019"
bowmana01,Nate Bowman,Center,Right,6-10,230,19,March,1943,Wichita State,1965 NBA Draft,Cincinnati Royals,"1st round (9th pick, 9th overall)",,"October 27, 1966"
bracest01,Steve Bracey,"Point Guard, Shooting Guard",Right,6-1,175,1,August,1950,Tulsa,1972 NBA Draft,Atlanta Hawks,"2nd round (8th pick, 21st overall)",,"October 10, 1972"
braddga01,Gary Bradds,"Power Forward, Small Forward",Right,6-8,210,26,July,1942,Ohio State,1964 NBA Draft,Baltimore Bullets,"1st round (3rd pick, 3rd overall)",,"October 17, 1964"
bradlav01,Avery Bradley,"Shooting Guard, Point Guard",Right,6-3,180,26,November,1990,Texas,2010 NBA Draft,Boston Celtics,"1st round (19th pick, 19th overall)",,"November 22, 2010"
bradlbi01,Bill Bradley,"Small Forward, Shooting Guard",Right,6-5,205,28,July,1943,Princeton,1965 NBA Draft,New York Knicks,"1st round (2nd pick, 2nd overall), (territorial selection)",,"December 9, 1967"
bradlji01,Jim Bradley,"Power Forward, Small Forward",Right,6-8,215,16,March,1952,Northern Illinois,1974 NBA Draft,Los Angeles Lakers,"3rd round (12th pick, 48th overall)",,
bradlto01,Tony Bradley,Center,Right,6-10,248,8,January,1998,UNC,2017 NBA Draft,Los Angeles Lakers,"1st round (28th pick, 28th overall)",8.0,"November 5, 2017"
brancad01,Adrian Branch,Small Forward,Right,6-7,185,17,November,1963,Maryland,1985 NBA Draft,Chicago Bulls,"2nd round (22nd pick, 46th overall)",,"November 4, 1986"
branhma01,Malaki Branham,"Shooting Guard, Point Guard",Right,6-4,180,12,May,2003,Ohio State,2022 NBA Draft,San Antonio Spurs,"1st round (20th pick, 20th overall)",4.0,"October 30, 2022"
brantja01,Jarrell Brantley,Power Forward,Right,6-5,250,7,June,1996,College of Charleston,2019 NBA Draft,Indiana Pacers,"2nd round (20th pick, 50th overall)",3.0,"October 25, 2019"
braunca01,Carl Braun,"Point Guard, Shooting Guard",Right,6-5,180,25,September,1927,Colgate,,,,,"November 13, 1947"
braunch01,Christian Braun,Shooting Guard,Right,6-6,220,17,April,2001,Kansas,2022 NBA Draft,Denver Nuggets,"1st round (21st pick, 21st overall)",4.0,"October 19, 2022"
brazdig01,Ignas Brazdeikis,Small Forward,Left,6-6,221,8,January,1999,Michigan,2019 NBA Draft,Sacramento Kings,"2nd round (17th pick, 47th overall)",3.0,"November 3, 2019"
breako01,Koby Brea,Shooting Guard,Right,6-5,215,6,November,2002,Dayton,2025 NBA Draft,Golden State Warriors,"2nd round (11th pick, 41st overall)",1.0,"November 2, 2025"
breauti01,Tim Breaux,Small Forward,Right,6-7,215,19,September,1970,Wyoming,,,,,"November 5, 1994"
breweco01,Corey Brewer,"Small Forward, Shooting Guard, Power Forward",Right,6-9,186,5,March,1986,Florida,2007 NBA Draft,Minnesota Timberwolves,"1st round (7th pick, 7th overall)",,"November 2, 2007"
breweji01,Jim Brewer,Power Forward,Right,6-9,210,3,December,1951,Minnesota,1973 NBA Draft,Cleveland Cavaliers,"1st round (2nd pick, 2nd overall)",,"October 12, 1973"
brickfr01,Frank Brickowski,"Center, Power Forward",Right,6-9,240,14,August,1959,Penn State,1981 NBA Draft,New York Knicks,"3rd round (11th pick, 57th overall)",,"October 26, 1984"
bridgbi01,Bill Bridges,Power Forward,Right,6-6,228,4,April,1939,Kansas,1961 NBA Draft,Chicago Packers,"3rd round (9th pick, 32nd overall)",,"January 8, 1963"
bridgja01,Jalen Bridges,Small Forward,Right,6-7,225,14,May,2001,West Virginia,,,,1.0,"November 13, 2024"
bridgmi01,Mikal Bridges,"Small Forward, Shooting Guard",Right,6-6,209,30,August,1996,Villanova,2018 NBA Draft,Philadelphia 76ers,"1st round (10th pick, 10th overall)",8.0,"October 17, 2018"
bridgmi02,Miles Bridges,"Small Forward, Power Forward",Left,6-7,225,21,March,1998,Michigan State,2018 NBA Draft,Los Angeles Clippers,"1st round (12th pick, 12th overall)",7.0,"October 17, 2018"
brimaam01,Amida Brimah,Center,Right,6-10,230,11,February,1994,UConn,,,,,"April 25, 2021"
briscis01,Isaiah Briscoe,Point Guard,Right,6-3,215,13,April,1996,Kentucky,,,,,"October 19, 2018"
brissos01,Oshae Brissett,"Small Forward, Power Forward",Right,6-7,210,20,June,1998,Syracuse,,,,,"November 18, 2019"
brockiz01,Izaiah Brockington,Point Guard,Left,6-4,196,12,July,1999,St. Bonaventure,,,,,"March 5, 2024"
broekry01,Ryan Broekhoff,"Small Forward, Shooting Guard",Right,6-6,215,23,August,1990,Valparaiso,,,,,"October 17, 2018"
brogdma01,Malcolm Brogdon,"Point Guard, Shooting Guard",Right,6-4,229,11,December,1992,Virginia,2016 NBA Draft,Milwaukee Bucks,"2nd round (6th pick, 36th overall)",,"October 26, 2016"
brookar01,Armoni Brooks,"Point Guard, Shooting Guard",Right,6-3,195,5,June,1998,Houston,,,,,"April 9, 2021"
brookdi01,Dillon Brooks,"Small Forward, Shooting Guard",Right,6-7,225,22,January,1996,Oregon,2017 NBA Draft,Houston Rockets,"2nd round (15th pick, 45th overall)",9.0,"October 18, 2017"
brookke02,Keion Brooks Jr.,Small Forward,Right,6-7,210,7,August,2000,Kentucky,,,,1.0,"February 5, 2025"
brookma01,MarShon Brooks,Shooting Guard,Right,6-5,200,26,January,1989,Providence,2011 NBA Draft,Boston Celtics,"1st round (25th pick, 25th overall)",,"December 26, 2011"
brooksc01,Scott Brooks,Point Guard,Right,5-11,165,31,July,1965,TCU,,,,,"November 4, 1988"
broomjo01,Johni Broome,"Center, Power Forward",Left,6-10,235,19,July,2002,Morehead State University,2025 NBA Draft,Philadelphia 76ers,"2nd round (5th pick, 35th overall)",1.0,"November 2, 2025"
brownbr01,Bruce Brown,"Point Guard, Small Forward, Shooting Guard",Right,6-4,202,15,August,1996,Miami (FL),2018 NBA Draft,Detroit Pistons,"2nd round (12th pick, 42nd overall)",8.0,"October 17, 2018"
brownch01,Chucky Brown,"Small Forward, Power Forward",Right,6-7,214,29,February,1968,NC State,1989 NBA Draft,Cleveland Cavaliers,"2nd round (16th pick, 43rd overall)",,"November 3, 1989"
brownch02,Charlie Brown Jr.,Shooting Guard,Right,6-6,199,2,February,1997,Saint Joseph's,,,,4.0,"November 6, 2019"
brownch05,Chaundee Brown Jr.,"Shooting Guard, Small Forward",Right,6-5,215,4,December,1998,Wake Forest,,,,,"December 17, 2021"
brownda04,Darius Brown II,Shooting Guard,Right,6-2,192,28,July,1999,Cal State Northridge,,,,1.0,"February 24, 2026"
brownde02,Devin Brown,Shooting Guard,Right,6-5,220,30,December,1978,Texas-San Antonio,,,,,"November 4, 2002"
brownfr01,Fred Brown,"Shooting Guard, Point Guard",Right,6-3,182,7,August,1948,"Southeastern Iowa Community College, West Burlington Campus",1971 NBA Draft,Seattle SuperSonics,"1st round (6th pick, 6th overall)",,"October 12, 1971"
browngr01,Greg Brown III,"Power Forward, Small Forward",Right,6-7,206,1,September,2001,Texas,2021 NBA Draft,New Orleans Pelicans,"2nd round (13th pick, 43rd overall)",,"October 23, 2021"
brownja02,Jaylen Brown,"Small Forward, Shooting Guard",Right,6-6,223,24,October,1996,California,2016 NBA Draft,Boston Celtics,"1st round (3rd pick, 3rd overall)",10.0,"October 26, 2016"
brownke03,Kendall Brown,Shooting Guard,Right,6-6,205,11,May,2003,Baylor,2022 NBA Draft,Minnesota Timberwolves,"2nd round (18th pick, 48th overall)",2.0,"November 23, 2022"
brownko01,Kobe Brown,Power Forward,Right,6-7,250,1,January,2000,Missouri,2023 NBA Draft,Los Angeles Clippers,"1st round (30th pick, 30th overall)",3.0,"October 25, 2023"
brownla01,Larry Brown,Point Guard,Right,5-9,160,14,September,1940,UNC,1963 NBA Draft,Baltimore Bullets,"7th round (2nd pick, 56th overall)",,
brownlo01,Lorenzo Brown,Point Guard,Right,6-5,189,26,August,1990,NC State,2013 NBA Draft,Minnesota Timberwolves,"2nd round (22nd pick, 52nd overall)",,"November 20, 2013"
brownmo01,Moses Brown,Center,Right,7-2,258,13,October,1999,UCLA,,,,6.0,"November 10, 2019"
brownpj01,P.J. Brown,"Power Forward, Center",Right,6-11,225,14,October,1969,Louisiana Tech,1992 NBA Draft,New Jersey Nets,"2nd round (2nd pick, 29th overall)",,"November 5, 1993"
brownra02,Randy Brown,Point Guard,Right,6-2,190,22,May,1968,Houston,1991 NBA Draft,Sacramento Kings,"2nd round (4th pick, 31st overall)",,"November 1, 1991"
brownro01,Roger Brown,Small Forward,Right,6-5,205,22,May,1942,Dayton,,,,,
brownsh01,Shannon Brown,Shooting Guard,Right,6-4,205,29,November,1985,Michigan State,2006 NBA Draft,Cleveland Cavaliers,"1st round (25th pick, 25th overall)",,"November 7, 2006"
brownst02,Sterling Brown,"Shooting Guard, Small Forward",Right,6-5,219,10,February,1995,SMU,2017 NBA Draft,Philadelphia 76ers,"2nd round (16th pick, 46th overall)",,"October 20, 2017"
browntr01,Troy Brown Jr.,Small Forward,Right,6-7,215,28,July,1999,Oregon,2018 NBA Draft,Washington Wizards,"1st round (15th pick, 15th overall)",6.0,"October 24, 2018"
brunsja01,Jalen Brunson,"Point Guard, Shooting Guard",Left,6-2,190,31,August,1996,Villanova,2018 NBA Draft,Dallas Mavericks,"2nd round (3rd pick, 33rd overall)",8.0,"October 17, 2018"
bryanca01,Carter Bryant,Power Forward,Right,6-6,220,26,November,2005,Arizona,2025 NBA Draft,San Antonio Spurs,"1st round (14th pick, 14th overall)",1.0,"October 22, 2025"
bryanel01,Elijah Bryant,Shooting Guard,Right,6-5,210,19,April,1995,Elon University,,,,,"May 16, 2021"
bryanem01,Em Bryant,Point Guard,Right,6-1,175,4,November,1938,DePaul,1964 NBA Draft,New York Knicks,"7th round (1st pick, 55th overall)",,"October 17, 1964"
bryanko01,Kobe Bryant,"Shooting Guard, Small Forward",Right,6-6,212,23,August,1978,,1996 NBA Draft,Charlotte Hornets,"1st round (13th pick, 13th overall)",,"November 3, 1996"
bryanth01,Thomas Bryant,Center,Right,6-9,248,31,July,1997,Indiana,2017 NBA Draft,Utah Jazz,"2nd round (12th pick, 42nd overall)",9.0,"December 23, 2017"
buccige01,George Bucci,Shooting Guard,Right,6-3,200,9,July,1953,Manhattan University,1975 NBA Draft,Buffalo Braves,"3rd round (16th pick, 52nd overall)",,
buchash01,Shaq Buchanan,Shooting Guard,Right,6-3,190,30,January,1997,Northeast Mississippi Community College,,,,,"December 26, 2021"
bucknqu01,Quinn Buckner,"Point Guard, Shooting Guard",Right,6-3,190,20,August,1954,Indiana,1976 NBA Draft,Milwaukee Bucks,"1st round (7th pick, 7th overall)",,"October 21, 1976"
buechju01,Jud Buechler,Small Forward,Right,6-6,220,19,June,1968,Arizona,1990 NBA Draft,Seattle SuperSonics,"2nd round (11th pick, 38th overall)",,"November 2, 1990"
bufkiko01,Kobe Bufkin,Shooting Guard,Left,6-4,195,21,September,2003,Michigan,2023 NBA Draft,Atlanta Hawks,"1st round (15th pick, 15th overall)",3.0,"October 29, 2023"
bullama01,Matt Bullard,"Power Forward, Small Forward",Right,6-10,215,5,June,1967,Colorado,,,,,"January 5, 1991"
bullore01,Reggie Bullock,"Small Forward, Shooting Guard",Right,6-6,205,16,March,1991,UNC,2013 NBA Draft,Los Angeles Clippers,"1st round (25th pick, 25th overall)",,"October 29, 2013"
burketr01,Trey Burke,Point Guard,Right,6-0,185,12,November,1992,Michigan,2013 NBA Draft,Minnesota Timberwolves,"1st round (9th pick, 9th overall)",,"November 20, 2013"
burksal01,Alec Burks,"Shooting Guard, Small Forward",Right,6-5,214,20,July,1991,Colorado,2011 NBA Draft,Utah Jazz,"1st round (12th pick, 12th overall)",,"December 27, 2011"
burresc01,Scott Burrell,Small Forward,Right,6-7,218,12,January,1971,UConn,1993 NBA Draft,Charlotte Hornets,"1st round (20th pick, 20th overall)",,"November 23, 1993"
burtode02,Deonte Burton,"Power Forward, Small Forward, Shooting Guard",Left,6-4,240,31,January,1994,Marquette,,,,,"October 19, 2018"
burtoty01,Tyler Burton,Small Forward,Right,6-7,215,11,February,2000,Richmond,,,,1.0,"March 12, 2026"
busedo01,Don Buse,"Point Guard, Shooting Guard",Right,6-4,190,10,August,1950,University of Evansville,1972 NBA Draft,Phoenix Suns,"3rd round (4th pick, 34th overall)",,"October 21, 1976"
butleal01,Al Butler,Point Guard,Right,6-2,175,9,July,1938,Niagara University,1961 NBA Draft,Boston Celtics,"2nd round (12th pick, 22nd overall)",,"October 21, 1961"
butleca01,Caron Butler,"Small Forward, Shooting Guard",Right,6-7,228,13,March,1980,UConn,2002 NBA Draft,Miami Heat,"1st round (10th pick, 10th overall)",,"October 30, 2002"
butleja01,Jackie Butler,Center,Right,6-10,250,10,March,1985,,,,,,"March 21, 2005"
butleja02,Jared Butler,"Point Guard, Shooting Guard",Right,6-3,193,25,August,2000,Baylor,2021 NBA Draft,New Orleans Pelicans,"2nd round (10th pick, 40th overall)",4.0,"October 20, 2021"
butleji01,Jimmy Butler,"Small Forward, Shooting Guard, Power Forward",Right,6-6,230,14,September,1989,Tyler Junior College,2011 NBA Draft,Chicago Bulls,"1st round (30th pick, 30th overall)",15.0,"January 1, 2012"
butlejo01,John Butler,Center,Right,7-0,190,4,December,2002,Florida State,,,,1.0,"November 5, 2022"
