player_id,player_name,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage,Career Player Efficiency Rating,Career Win Shares
robingl02,Glenn Robinson III,,304,5.9,2.6,0.8,45.7,37.3,77.9,52.1,11.4,7.9
robinja01,Jackie Robinson,,22,3.8,1.2,0.6,46.3,0.0,70.0,46.3,13.7,0.3
robinje01,Jerome Robinson,4.0,135,4.0,1.6,1.0,36.1,29.7,71.1,43.4,6.7,-0.2
robinje02,Jeremiah Robinson-Earl,5.0,219,5.9,4.3,1.0,43.4,33.5,81.1,51.3,12.1,5.9
robinju01,Justin Robinson,,43,2.6,0.8,1.1,31.7,31.3,53.8,41.7,4.6,-0.3
robinla01,Larry Robinson,,89,4.5,1.9,0.9,38.4,37.3,66.7,44.7,10.3,0.9
robinmi01,Mitchell Robinson,8.0,397,7.5,8.0,0.7,70.2,,50.8,70.2,20.4,41.0
robinor01,Orlando Robinson,4.0,115,4.6,3.8,1.2,47.3,34.7,75.4,50.4,13.3,3.3
robyis01,Isaiah Roby,4.0,151,7.7,4.4,1.4,48.5,35.1,67.5,53.6,13.5,4.0
rochare01,Red Rocha,,586,10.9,6.6,2.0,37.0,,75.9,,13.4,47.9
rochejo01,John Roche,,479,11.2,1.5,3.9,46.9,35.5,79.2,49.0,12.6,19.8
roddyda01,David Roddy,4.0,173,6.3,2.9,1.0,42.4,30.1,69.3,49.2,9.5,2.0
rodmade01,Dennis Rodman,,911,7.3,13.1,1.8,52.1,23.1,58.4,52.9,14.6,89.8
rolliry01,Ryan Rollins,4.0,155,10.9,3.0,3.5,47.4,40.8,80.0,56.3,15.5,5.1
rondora01,Rajon Rondo,,957,9.8,4.5,7.9,45.6,32.4,61.1,48.3,15.8,61.8
rosede01,Derrick Rose,,723,17.4,3.2,5.2,45.6,31.6,83.1,48.3,18.0,44.6
rosema01,Malik Rose,,813,6.2,4.1,0.8,43.7,17.7,74.3,43.8,13.4,26.5
rosenpe01,Petey Rosenberg,,51,2.9,,0.5,20.9,,61.2,,,-0.4
rosste01,Terrence Ross,,733,11.0,2.8,1.3,41.8,36.2,83.7,51.3,12.4,25.0
rotheir01,Irv Rothenberg,,131,5.4,,0.7,26.7,,60.6,,,3.6
roweja01,Jackson Rowe,1.0,6,3.7,1.8,0.7,47.1,30.0,50.0,55.9,15.9,0.2
rowinji01,Jim Rowinski,,23,2.5,1.5,0.2,41.7,,84.4,41.7,13.8,0.3
roziete01,Terry Rozier,10.0,665,13.9,3.9,3.5,41.8,36.1,82.9,50.2,14.7,30.6
rubiori01,Ricky Rubio,,698,10.8,4.1,7.4,38.8,32.4,84.3,43.8,15.4,42.3
rulloje01,Jerry Rullo,,95,2.9,,0.7,29.2,,59.1,,,2.0
ruperra01,Rayan Rupert,3.0,155,4.1,2.3,1.0,38.1,32.2,77.1,45.3,7.5,0.5
rushbr01,Brandon Rush,,481,6.8,2.9,1.0,42.6,40.2,70.6,51.8,9.9,11.2
russebi01,Bill Russell,,963,15.1,22.5,4.3,44.0,,56.1,,18.9,163.5
russeca01,Cazzie Russell,,817,15.1,3.8,2.2,46.4,,82.7,,15.8,51.7
russeda01,D'Angelo Russell,11.0,655,17.0,3.3,5.6,42.7,36.3,79.3,51.2,16.1,26.5
ryanco01,Cormac Ryan,1.0,11,14.3,2.5,1.7,52.0,45.8,92.3,65.2,16.9,0.6
ryanma01,Matt Ryan,4.0,82,3.7,0.9,0.5,38.9,40.2,89.3,54.5,8.3,0.7
sabondo01,Domantas Sabonis,10.0,665,16.1,10.7,4.9,55.9,34.2,72.9,58.0,20.5,71.0
salauti01,Tidjane SalaÃ¼n,2.0,97,5.9,4.4,1.0,38.5,32.6,69.4,47.8,9.3,1.5
sallejo01,John Salley,,748,7.0,4.5,1.2,50.6,21.4,71.4,50.6,12.8,41.5
sallihu01,Hunter Sallis,1.0,7,1.0,0.1,0.6,60.0,,50.0,60.0,2.0,-0.1
samanlu01,Luka Å amaniÄ,,86,4.5,2.4,0.6,41.1,24.7,70.6,46.4,9.5,0.0
sampsbr01,Brandon Sampson,,14,5.1,1.1,0.7,46.7,37.9,66.7,55.8,8.5,0.0
sampsja02,JaKarr Sampson,,236,5.2,2.7,0.7,47.1,24.8,67.0,50.0,10.5,3.5
samueje01,Jermaine Samuels,,14,1.4,0.9,0.2,64.3,0.0,100.0,64.3,15.1,0.2
sandeko01,Kobe Sanders,1.0,68,7.3,2.3,1.6,46.6,40.8,82.6,57.0,10.0,1.4
sandeto01,Tom Sanders,,916,9.6,6.3,1.1,42.8,,76.7,,11.9,56.5
sandfpa01,Payton Sandfort,1.0,4,8.8,2.5,0.0,50.0,41.2,50.0,63.5,13.1,0.2
sanogad01,Adama Sanogo,,13,3.4,3.2,0.1,52.9,,66.7,52.9,20.3,0.2
santogu01,Gui Santos,3.0,147,6.4,3.3,1.7,49.0,34.7,73.7,57.8,13.5,5.2
sarafbe01,Ben Saraf,1.0,44,7.5,2.1,3.3,39.6,21.1,83.0,42.7,7.8,-1.1
saricda01,Dario Å ariÄ,9.0,498,10.3,5.3,1.9,44.3,36.0,83.8,52.1,13.9,20.8
sarral01,Alex Sarr,2.0,115,14.4,6.9,2.5,43.3,31.6,68.5,48.5,15.6,1.3
sarrol01,Olivier Sarr,4.0,50,4.7,3.4,0.6,56.7,39.1,73.2,62.4,13.9,1.8
sassema01,Marcus Sasser,3.0,166,7.0,1.4,2.7,43.1,38.6,85.9,52.9,12.4,3.6
satorto01,TomÃ¡Å¡ SatoranskÃ½,,388,6.9,2.9,4.1,46.8,35.4,82.0,52.3,13.3,17.9
sauldwo01,Woody Sauldsberry,,462,10.7,7.8,1.1,34.8,,61.0,,8.9,-10.7
saulpe01,Pep Saul,,384,5.6,2.0,1.6,36.0,,73.9,,10.5,12.7
scalabr01,Brian Scalabrine,,520,3.1,2.0,0.8,39.0,34.4,78.3,45.0,7.7,7.6
schaebi01,Billy Schaeffer,,137,5.9,2.1,0.7,47.2,23.1,73.2,47.6,12.1,3.1
schaehe01,Herm Schaefer,,123,7.6,,3.2,37.9,,82.8,,,12.2
schafbo01,Bob Schafer,,65,4.2,1.3,1.0,29.8,,77.7,,7.0,-0.7
schakjo01,Jordan Schakel,,6,1.3,1.3,0.2,15.4,28.6,100.0,23.1,3.0,-0.1
schaydo01,Dolph Schayes,,996,18.5,12.1,3.1,38.0,,84.9,,22.1,142.4
scheiba01,Baylor Scheierman,2.0,108,5.0,3.1,1.4,42.9,37.8,86.0,56.8,11.3,4.6
schnidi01,Dick Schnittker,,364,8.3,3.8,1.3,37.9,,82.5,,13.9,22.0
schoeru01,Russ Schoene,,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5
schofad01,Admiral Schofield,4.0,131,3.3,1.6,0.6,41.7,32.6,78.2,51.9,7.9,1.2
schrode01,Dennis SchrÃ¶der,13.0,912,13.7,2.9,4.9,43.0,34.1,83.6,48.4,14.0,34.2
schuldi01,Dick Schulz,,205,5.6,,1.0,25.9,,71.9,,,4.3
schulho01,Howie Schultz,,173,5.3,3.1,1.7,27.1,,71.1,,8.0,5.6
scottby01,Byron Scott,,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2
scottch01,Charlie Scott,,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4
scottmi01,Mike Scott,,555,6.7,3.1,0.9,45.3,36.2,75.7,53.1,12.3,16.8
scotttr01,Tre Scott,2.0,8,6.8,4.1,1.3,39.3,30.0,66.7,44.6,10.1,0.1
scrubja01,Jay Scrubb,3.0,24,4.0,1.5,0.4,41.6,31.3,76.5,47.2,8.8,-0.1
seabrde01,Dereon Seabron,2.0,11,1.6,0.7,0.5,33.3,50.0,83.3,36.1,8.4,0.1
searced01,Ed Searcy,,4,1.5,0.0,0.3,33.3,,100.0,,5.6,0.0
searsma01,Mark Sears,1.0,7,3.1,0.3,0.3,46.2,50.0,75.0,61.5,15.2,0.0
sefolth01,Thabo Sefolosha,,869,5.7,3.7,1.4,44.9,34.9,73.2,50.9,11.4,39.3
seldewa01,Wayne Selden,,127,7.2,2.0,1.5,41.5,34.4,71.8,48.4,9.1,0.2
selvyfr01,Frank Selvy,,565,10.8,3.7,2.8,39.4,,72.8,,12.4,23.8
senesge01,George Senesky,,482,7.2,3.5,3.2,31.3,,70.2,,10.4,21.8
sengual01,Alperen ÅengÃ¼n,5.0,358,16.9,8.6,4.5,51.8,28.1,69.9,53.3,20.4,30.5
sensabr01,Brice Sensabaugh,3.0,178,12.0,3.1,1.7,45.0,38.0,85.1,55.6,13.1,2.0
sextoco01,Collin Sexton,8.0,475,18.3,2.7,3.6,47.2,38.9,84.1,52.6,16.3,19.7
seymopa01,Paul Seymour,,622,9.4,3.1,3.8,35.0,,79.2,,13.9,37.5
shamela01,Landry Shamet,8.0,449,8.4,1.7,1.5,41.6,38.6,81.5,55.0,10.3,15.7
shannte01,Terrence Shannon Jr.,2.0,75,5.1,1.3,0.9,46.3,39.3,80.2,53.7,11.4,1.6
sharech01,Chuck Share,,596,8.3,8.4,1.4,40.0,,69.3,,17.7,42.0
sharmbi01,Bill Sharman,,711,17.8,3.9,3.0,42.6,,88.3,,18.3,82.8
sharpda01,Day'Ron Sharpe,5.0,253,7.0,5.9,1.5,56.4,27.4,65.8,57.7,19.9,11.9
sharpsh01,Shaedon Sharpe,4.0,234,15.7,4.0,2.2,45.0,33.2,78.1,51.7,13.4,5.9
shawbr01,Brian Shaw,,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8
shayoma01,Marial Shayok,1.0,4,2.8,1.8,0.3,25.0,33.3,75.0,33.3,1.4,-0.1
sheadja01,Jamal Shead,2.0,157,6.9,1.6,4.8,38.6,32.2,77.8,46.3,10.3,3.5
shefffr01,Fred Sheffield,,22,3.4,,0.2,19.9,,61.5,,,-0.5
sheltlo01,Lonnie Shelton,,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5
sheppbe01,Ben Sheppard,3.0,185,5.6,2.5,1.4,41.9,34.2,82.7,53.0,9.1,4.3
sheppre01,Reed Sheppard,2.0,134,10.0,2.4,2.6,41.4,38.3,80.4,53.0,14.3,6.6
shulgma01,Max Shulga,1.0,11,0.6,0.5,0.2,25.0,25.0,100.0,31.3,0.2,0.0
shumpim01,Iman Shumpert,,461,7.2,3.3,1.8,39.1,33.7,76.4,46.9,9.7,12.9
siakapa01,Pascal Siakam,10.0,691,18.5,6.6,3.6,49.7,34.2,75.4,53.7,18.5,58.1
siberjo01,Jordan Sibert,,1,3.0,0.0,0.0,100.0,100.0,,150.0,29.7,0.0
sichtje01,Jerry Sichting,,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2
sidledo01,Don Sidle,,314,13.5,8.0,1.0,48.1,13.8,71.7,48.1,17.8,23.1
siegfla01,Larry Siegfried,,550,10.8,2.8,3.5,40.9,,85.4,,13.7,33.1
sikmaja01,Jack Sikma,,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5
silaspa01,Paul Silas,,1254,9.4,9.9,2.1,43.2,,67.3,43.2,13.9,79.9
silvach01,Chris Silva,,70,2.8,2.7,0.5,60.9,25.0,70.7,61.4,15.2,1.7
simiewa01,Wayne Simien,,51,3.3,1.9,0.2,46.9,,85.4,46.9,10.5,0.9
simmobe01,Ben Simmons,,383,13.1,7.4,7.2,55.8,13.9,59.2,55.9,18.4,35.4
simmoco01,Connie Simmons,,598,9.8,6.2,1.6,35.1,,67.8,,15.0,29.3
simmojo02,Jonathon Simmons,,258,8.3,2.4,1.9,44.3,31.7,75.6,48.4,11.0,6.2
simmoko01,Kobi Simmons,,42,5.3,1.5,2.0,41.7,26.9,100.0,44.9,8.3,0.0
simonan01,Anfernee Simons,8.0,444,14.9,2.5,3.2,43.2,38.1,88.1,53.4,14.0,15.7
simonma01,Marko Simonovic,,16,1.4,0.8,0.0,27.3,22.2,69.2,31.8,6.4,0.0
simpkdi01,Dickey Simpkins,,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7
simpskj01,KJ Simpson,2.0,56,6.7,2.6,2.8,34.5,26.5,76.5,40.1,8.3,-0.6
simpsza01,Zavier Simpson,,11,7.8,3.7,5.0,34.0,24.0,88.9,36.8,7.0,-0.2
simsja01,Jaylen Sims,,6,7.0,1.0,2.0,42.9,40.0,80.0,53.6,9.8,0.1
simsje01,Jericho Sims,5.0,258,3.1,4.4,0.8,74.2,0.0,60.1,74.2,12.1,10.1
sirvyde01,Deividas Sirvydis,,23,1.9,1.5,0.3,30.0,31.4,50.0,41.0,4.7,-0.1
skapidm01,Dmytro Skapintsev,,2,0.0,0.0,0.0,0.0,,,0.0,-19.3,0.0
skinnal01,Al Skinner,,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2
skoogwh01,Whitey Skoog,,341,8.2,3.3,2.6,38.8,,79.9,,11.0,14.3
slawsja01,Jalen Slawson,2.0,25,4.1,2.6,1.5,45.8,35.7,70.6,54.8,11.9,0.5
smailal01,Alen SmailagiÄ,,29,3.0,1.5,0.6,46.3,30.4,72.0,51.5,12.4,0.3
smallja01,Javon Small,1.0,41,9.7,3.1,3.7,46.5,42.3,82.9,56.9,16.1,1.9
smartja01,Javonte Smart,2.0,18,2.8,1.3,0.9,31.7,29.6,83.3,38.3,5.1,-0.2
smartma01,Marcus Smart,12.0,697,10.5,3.4,4.4,38.9,32.4,77.9,47.6,12.2,36.2
smithde03,Dennis Smith Jr.,7.0,326,9.7,3.0,4.2,40.7,29.8,67.4,45.2,12.3,2.3
smithdo01,Don Smith,,8,0.8,,0.3,15.4,,66.7,,,-0.1
smithdr01,Dru Smith,4.0,108,5.2,2.3,2.2,42.9,33.8,82.8,50.0,13.9,4.3
smithgr01,Greg Smith,,524,7.8,6.2,1.8,48.2,,64.6,,12.2,22.2
smithis01,Ish Smith,,805,7.1,2.4,3.8,42.9,32.5,67.6,45.6,12.8,13.7
smithja02,Jason Smith,,616,6.1,3.4,0.7,46.8,33.3,78.3,48.0,12.9,14.1
smithja04,Jalen Smith,6.0,324,8.7,5.5,0.9,50.1,34.2,75.2,57.5,17.7,14.6
smithja05,Jabari Smith Jr.,4.0,289,13.7,7.3,1.5,43.7,34.7,79.6,51.9,12.8,18.3
smithjr01,J.R. Smith,,977,12.4,3.1,2.1,41.9,37.3,73.3,51.1,13.9,46.3
smithke01,Kenny Smith,,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8
smithma02,Malachi Smith,1.0,15,8.3,3.4,3.3,48.5,43.5,100.0,58.6,13.7,0.7
smithni01,Nick Smith Jr.,3.0,141,7.6,1.6,1.7,39.8,37.4,88.2,49.7,8.5,-1.0
smithph01,Phil Smith,,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1
smithsa01,Sam Smith,,255,8.2,7.0,1.1,40.1,20.0,65.7,40.2,12.6,9.6
smithst01,Steve Smith,,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
smithte01,Terquavion Smith,,16,3.3,0.3,0.8,39.1,37.1,60.0,53.3,14.8,0.1
smithto05,Tolu Smith,2.0,16,4.4,3.6,0.8,53.3,,66.7,53.3,17.3,0.6
smithty02,Tyler Smith,2.0,35,3.5,1.7,0.3,45.0,35.4,71.4,56.5,12.0,0.4
smithzh01,Zhaire Smith,2.0,13,3.7,1.2,0.9,37.8,31.6,66.7,44.4,7.6,0.0
smrekmi01,Mike Smrek,,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7
sneedxa01,Xavier Sneed,,13,1.7,0.8,0.5,35.0,28.6,100.0,45.0,5.4,0.0
snellto01,Tony Snell,,601,6.1,2.3,1.1,43.1,39.4,84.6,54.9,8.9,18.5
snydedi01,Dick Snyder,,964,12.2,2.8,2.9,48.8,,82.4,,14.1,58.3
sochaje01,Jeremy Sochan,4.0,228,9.9,5.4,2.5,47.0,28.6,72.5,50.7,12.6,5.4
sojouwi01,Willie Sojourner,,309,6.0,4.8,0.7,48.6,16.7,68.4,48.6,13.6,10.8
spaldra01,Ray Spalding,2.0,16,3.6,3.3,0.3,52.9,0.0,28.6,52.9,13.1,0.1
sparrro01,Rory Sparrow,,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3
speigma01,Marreese Speights,,705,7.9,4.1,0.7,45.9,35.6,79.7,48.4,16.7,25.8
spellom01,Omari Spellman,2.0,95,6.8,4.3,1.0,41.7,36.6,76.6,49.8,13.4,2.4
spencca01,Cam Spencer,2.0,97,9.3,2.2,4.5,46.6,43.8,94.8,59.5,16.8,6.1
spencpa01,Pat Spencer,3.0,111,5.2,1.9,2.6,42.3,33.9,76.4,48.3,12.1,1.8
splitti01,Tiago Splitter,,355,7.9,5.0,1.2,55.5,14.3,69.7,55.6,17.9,25.3
sprigla01,Larry Spriggs,,169,5.2,2.3,1.3,51.7,0.0,75.2,51.7,11.3,3.4
sprinja01,Jaden Springer,4.0,110,2.9,1.4,0.8,40.9,23.8,77.3,45.3,11.4,1.4
stacoke01,Kevin Stacom,,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1
stallda01,Dave Stallworth,,522,9.3,4.7,1.7,43.8,,73.2,,14.4,20.3
stanlca01,Cassius Stanley,2.0,33,2.7,1.2,0.2,36.0,23.3,89.5,39.9,7.1,0.0
stausni01,Nik Stauskas,,343,6.7,2.0,1.5,38.9,35.4,81.2,49.0,9.1,3.9
steella01,Larry Steele,,610,8.2,2.9,2.8,48.3,0.0,79.6,48.3,12.7,28.2
steigma01,Matt Steigenga,,2,1.5,1.5,1.0,25.0,0.0,50.0,25.0,7.0,0.0
stephdj01,D.J. Stephens,,4,2.3,1.3,0.0,44.4,,100.0,44.4,12.7,0.0
stephla01,Lance Stephenson,,554,8.6,4.1,2.9,44.5,31.4,69.4,48.9,12.2,17.5
stevede01,DeShawn Stevenson,,824,7.2,2.2,1.6,40.6,34.0,69.8,45.6,9.9,12.1
steveis01,Isaiah Stevens,2.0,6,1.7,0.8,1.7,33.3,0.0,100.0,33.3,14.5,0.1
stevela01,Lamar Stevens,,220,5.6,2.9,0.6,46.3,28.7,72.6,49.8,11.1,4.9
stewais01,Isaiah Stewart,6.0,365,8.8,6.8,1.3,51.4,34.3,73.7,56.1,14.1,19.5
stojape01,Peja StojakoviÄ,,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6
stonege01,George Stone,,259,13.6,5.7,1.3,44.4,32.3,78.1,46.7,15.7,13.9
strawju01,Julian Strawther,3.0,172,7.1,1.8,1.1,42.9,34.6,80.1,52.3,10.2,2.7
strusma01,Max Strus,7.0,321,10.4,3.5,2.3,42.7,37.0,81.1,56.2,11.8,16.0
stumpge01,Gene Stump,,148,5.3,,0.8,30.3,,69.2,,,1.1
suggsja01,Jalen Suggs,5.0,268,12.6,3.4,3.8,42.3,33.1,79.2,50.4,13.2,8.3
sumneed01,Edmond Sumner,,161,6.2,1.5,1.1,47.0,34.1,81.1,52.7,12.1,3.2
surabo01,Bob Sura,,657,8.6,3.4,3.8,41.4,32.5,68.9,46.0,14.3,28.3
swainbe01,Bennie Swain,,58,4.6,4.5,0.5,40.6,,60.9,,12.3,1.9
swanica01,Caleb Swanigan,,75,2.3,2.9,0.7,43.8,11.8,61.4,44.4,6.8,-0.2
swartda01,Dan Swartz,,39,4.5,2.3,0.5,38.0,,84.7,,12.3,1.0
swideco01,Cole Swider,,35,3.1,1.2,0.3,36.4,32.9,66.7,49.1,6.8,-0.1
swordcr01,Craig Sword,,3,2.0,0.0,0.3,75.0,0.0,,75.0,14.2,0.1
sykeske01,Keifer Sykes,,32,5.6,1.4,1.9,36.3,30.0,88.2,43.4,5.9,-0.5
tabakza01,Å½an Tabak,,247,5.0,3.6,0.7,50.6,0.0,52.5,50.6,11.3,2.4
tateja01,Jae'Sean Tate,6.0,342,7.5,3.8,1.8,49.4,30.9,69.8,53.9,12.8,11.7
tatumja01,Jayson Tatum,9.0,601,23.5,7.4,3.9,45.8,36.8,83.9,53.2,20.3,67.2
taylobr01,Brian Taylor,,601,13.1,2.7,4.1,49.3,35.6,78.0,51.0,14.8,46.8
taylool01,Ollie Taylor,,262,9.7,4.2,2.4,45.6,23.4,68.3,46.0,11.9,10.9
taylote01,Terry Taylor,,98,4.6,2.6,0.6,57.9,28.8,68.7,60.7,15.7,3.0
teaguje01,Jeff Teague,,826,12.2,2.4,5.6,44.4,36.0,84.4,48.9,16.8,52.4
telfoja01,Jahmyl Telfort,1.0,8,0.1,0.4,0.1,0.0,0.0,25.0,0.0,-5.3,-0.1
templga01,Garrett Temple,16.0,793,5.8,2.2,1.6,39.9,34.2,74.4,48.7,9.4,16.8
teodomi01,MiloÅ¡ TeodosiÄ,,60,8.0,2.4,4.0,42.0,37.8,81.1,54.3,11.0,1.3
terreja01,Jared Terrell,,14,2.2,0.4,0.9,30.8,23.5,50.0,35.9,0.7,-0.3
terrych01,Chuck Terry,,341,3.8,2.4,0.8,41.9,32.3,77.5,42.2,8.5,6.4
terryda01,Dalen Terry,4.0,218,3.5,1.7,1.2,44.3,31.4,63.8,50.8,10.6,3.1
terryem01,Emanuel Terry,,6,1.7,3.7,0.7,33.3,,50.0,33.3,11.0,0.0
terryja01,Jason Terry,,1410,13.4,2.3,3.8,44.4,38.0,84.5,51.7,16.2,102.0
terryty01,Tyrell Terry,2.0,13,1.0,0.5,0.5,35.3,0.0,33.3,35.3,6.7,0.0
teskejo01,Jon Teske,,3,0.0,0.7,0.3,0.0,,0.0,0.0,1.5,0.0
thackto01,Tom Thacker,,314,3.2,2.6,1.5,36.0,22.7,50.8,36.5,7.4,-0.3
theisda01,Daniel Theis,,411,7.1,4.7,1.3,53.7,32.6,72.6,58.3,15.4,23.3
thierad01,Adou Thiero,1.0,25,1.9,1.1,0.4,51.6,33.3,63.6,53.2,10.7,0.2
thirdda01,David Thirdkill,,179,2.8,1.2,0.5,45.7,9.1,56.5,45.8,8.0,1.3
thomabr01,Brodric Thomas,,44,3.3,1.4,0.9,37.3,26.5,66.7,44.4,8.2,0.1
thomaca02,Cam Thomas,5.0,257,14.9,2.4,2.1,43.5,34.0,85.1,49.4,14.7,5.0
thomais01,Isiah Thomas,,979,19.2,3.6,9.3,45.2,29.0,75.9,46.5,18.1,80.7
thomais02,Isaiah Thomas,,556,17.5,2.4,4.8,43.4,36.3,87.2,50.6,19.6,45.3
thomakh01,Khyri Thomas,3.0,39,4.1,1.0,0.9,38.8,31.6,75.0,46.7,11.4,0.5
thomala01,Lance Thomas,,399,5.1,2.6,0.7,41.6,38.1,79.9,46.2,8.3,5.3
thomama01,Malcolm Thomas,,40,1.9,2.4,0.4,43.5,9.1,60.0,44.2,8.4,0.1
thomama02,Matt Thomas,,126,4.0,1.2,0.5,43.3,40.4,80.4,56.6,10.9,2.0
thomaro01,Ron Thomas,,264,4.0,4.1,0.8,46.8,21.4,53.6,47.0,12.9,7.4
thompam01,Amen Thompson,3.0,210,14.3,7.6,4.0,54.1,21.9,73.1,55.5,18.7,22.6
thompau01,Ausar Thompson,3.0,195,9.6,5.8,2.5,51.5,20.4,60.0,52.7,15.4,11.3
thompbi01,Billy Thompson,,300,8.6,5.4,1.7,50.5,15.4,67.4,50.5,13.2,9.6
thompet01,Ethan Thompson,1.0,32,7.0,2.2,1.8,37.8,32.8,78.7,47.4,8.3,0.3
thompjo01,John Thompson,,74,3.5,3.5,0.3,41.0,,59.5,,10.2,2.1
thompkl01,Klay Thompson,13.0,934,18.6,3.4,2.2,44.8,40.9,85.8,54.8,15.6,57.6
thompmy01,Mychal Thompson,,935,13.7,7.4,2.3,50.4,8.3,65.5,50.4,15.7,59.1
thomptr01,Tristan Thompson,,819,8.3,7.8,1.0,52.0,23.8,59.2,52.1,15.3,49.3
thorjt01,JT Thor,,185,3.2,2.1,0.5,41.9,31.7,65.1,49.3,8.4,1.2
thornsi01,Sindarius Thornwell,,160,2.5,1.3,0.7,40.7,34.0,67.2,45.9,7.6,1.1
thorpot01,Otis Thorpe,,1257,14.0,8.2,2.2,54.6,4.7,68.7,54.6,16.0,106.4
thybuma01,Matisse Thybulle,7.0,377,5.0,2.0,1.1,43.8,34.9,68.3,54.3,11.0,15.4
tilliki02,Killian Tillie,,54,3.2,1.6,0.6,33.7,31.1,73.7,43.8,7.9,0.8
tillmxa01,Xavier Tillman Sr.,6.0,290,4.9,3.5,1.1,50.6,24.6,57.2,53.3,14.1,10.3
timmedr01,Drew Timme,2.0,36,5.6,2.7,1.2,49.4,33.3,60.0,55.4,11.8,0.5
tinglja01,Jack Tingle,,39,2.3,,0.2,25.9,,51.5,,,0.4
toddis01,Isaiah Todd,,18,1.6,1.3,0.4,22.2,19.2,50.0,27.8,2.2,-0.3
tolbera01,Ray Tolbert,,261,3.6,2.3,0.5,49.5,0.0,54.4,49.5,9.8,2.9
tollian01,Anthony Tolliver,,730,6.1,3.3,0.9,41.4,37.3,77.1,53.7,10.9,25.9
tomlina01,Nae'Qwan Tomlin,2.0,69,5.9,3.0,0.8,47.1,23.2,76.4,51.3,13.0,2.4
toneyan01,Andrew Toney,,468,15.9,2.2,4.2,50.0,34.2,79.7,51.2,16.1,26.9
tonjejo01,John Tonje,1.0,6,2.5,1.0,0.3,28.6,30.0,100.0,39.3,9.1,0.1
topicni01,Nikola TopiÄ,1.0,10,5.2,1.9,4.4,43.1,40.0,40.0,49.0,8.1,0.0
toppija01,Jacob Toppin,3.0,31,1.4,0.7,0.3,48.6,42.9,100.0,56.8,11.5,0.2
toppiob01,Obi Toppin,6.0,386,8.7,3.5,1.3,52.1,35.5,78.6,60.4,16.4,17.7
toscaju01,Juan Toscano-Anderson,,202,4.1,3.0,1.8,50.2,32.9,64.6,56.3,10.4,5.7
toupaax01,Axel Toupane,,33,3.1,1.2,0.6,37.8,32.6,75.0,46.1,7.3,0.5
townska01,Karl-Anthony Towns,11.0,720,22.8,11.1,3.1,52.2,39.7,84.0,57.5,23.6,94.6
traorno01,Nolan TraorÃ©,1.0,56,8.9,1.8,3.8,38.0,31.8,78.7,44.4,7.9,-1.6
trappjo01,John Trapp,,303,7.2,4.4,1.0,42.0,0.0,71.7,42.0,10.9,6.4
travelu01,Luke Travers,2.0,24,1.7,1.8,0.7,25.0,4.0,100.0,25.9,6.4,-0.1
trentga02,Gary Trent Jr.,8.0,480,13.0,2.2,1.4,42.0,38.7,81.9,52.8,12.6,19.0
trieral01,Allonzo Trier,,88,9.7,2.6,1.7,45.4,38.4,80.1,51.0,12.5,1.4
tshieos01,Oscar Tshiebwe,3.0,49,7.0,6.5,0.9,61.3,,63.6,61.3,20.7,2.5
tsiorlo01,Lou Tsioropoulos,,157,5.8,4.8,1.1,31.5,,71.7,,7.8,2.1
tuckeji01,Jim Tucker,,99,4.1,3.5,0.5,34.9,,76.2,,8.5,1.3
tuckepj01,P.J. Tucker,,886,6.6,5.4,1.4,42.5,36.6,75.0,51.2,9.9,43.3
tuckera01,Rayjon Tucker,,39,3.0,1.0,0.5,50.0,31.0,77.6,56.4,12.8,0.8
tucketr01,Trent Tucker,,756,8.2,2.0,2.0,46.1,40.8,75.4,51.2,12.9,34.3
turiaro01,Ronny Turiaf,,473,4.7,3.7,1.3,53.3,0.0,63.6,53.3,13.8,19.2
turneev01,Evan Turner,,705,9.7,4.6,3.5,43.4,29.4,78.2,45.5,11.9,20.2
turnehe01,Herschell Turner,,41,3.2,1.8,1.1,32.1,23.1,48.9,34.0,2.2,-0.6
turnemy01,Myles Turner,11.0,713,13.9,6.6,1.3,49.4,36.5,76.9,55.6,17.0,51.7
