Rk,Season,TeamName,TeamId,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14,1981-82,New Jersey Nets,NJN,82,19780,3501,7227,.484,30,146,.205,3471,7081,.490,1714,2354,.728,1194,2320,3514,2096,918,481,1650,2295,8746
15,1981-82,Chicago Bulls,CHI,82,19880,3369,6728,.501,54,213,.254,3315,6515,.509,1951,2545,.767,1125,2525,3650,2043,580,483,1636,2008,8743
16,1981-82,New York Knicks,NYK,82,19830,3523,7178,.491,58,214,.271,3465,6964,.498,1603,2171,.738,1168,2273,3441,2075,719,337,1486,2195,8707
17,1981-82,Phoenix Suns,PHO,82,19830,3508,7140,.491,54,174,.310,3454,6966,.496,1635,2157,.758,1123,2517,3640,2223,753,429,1528,2029,8705
18,1981-82,Houston Rockets,HOU,82,19780,3504,7366,.476,50,176,.284,3454,7190,.480,1622,2225,.729,1403,2284,3687,1977,648,430,1321,1871,8680
19,1981-82,Dallas Mavericks,DAL,82,19730,3390,7224,.469,55,190,.289,3335,7034,.474,1740,2366,.735,1213,2228,3441,2117,566,313,1317,2193,8575
20,1981-82,Washington Bullets,WSB,82,19830,3400,7168,.474,59,236,.250,3341,6932,.482,1626,2105,.772,1047,2583,3630,1983,643,397,1390,2072,8485
21,1981-82,Cleveland Cavaliers,CLE,82,19805,3405,7334,.464,25,137,.182,3380,7197,.470,1628,2179,.747,1190,2170,3360,1871,634,357,1319,2193,8463
22,1981-82,Indiana Pacers,IND,82,19830,3332,7164,.465,103,316,.326,3229,6848,.472,1612,2176,.741,1141,2372,3513,1897,753,494,1393,2041,8379
23,1981-82,Atlanta Hawks,ATL,82,19880,3210,6776,.474,28,128,.219,3182,6648,.479,1833,2387,.768,1135,2368,3503,1815,608,485,1343,2268,8281
,1981-82,League Average,,82,19813,3554,7236,.491,49,187,.262,3504,7048,.497,1747,2343,.746,1176,2389,3565,2063,700,440,1454,2146,8903
1,1980-81,Denver Nuggets,DEN,82,19955,3784,7960,.475,30,145,.207,3754,7815,.480,2388,3051,.783,1325,2497,3822,2030,720,380,1444,2108,9986
2,1980-81,Milwaukee Bucks,MIL,82,19755,3722,7472,.498,30,131,.229,3692,7341,.503,1802,2340,.770,1261,2408,3669,2319,862,530,1581,2198,9276
3,1980-81,San Antonio Spurs,SAS,82,19805,3571,7276,.491,15,85,.176,3556,7191,.495,2052,2668,.769,1304,2582,3886,2048,685,643,1533,2114,9209
4,1980-81,Philadelphia 76ers,PHI,82,19855,3636,7073,.514,19,84,.226,3617,6989,.518,1865,2427,.768,1091,2618,3709,2369,857,591,1702,2061,9156
5,1980-81,Los Angeles Lakers,LAL,82,19805,3780,7382,.512,17,94,.181,3763,7288,.516,1540,2113,.729,1165,2491,3656,2363,808,551,1557,1955,9117
6,1980-81,Portland Trail Blazers,POR,82,19855,3741,7535,.496,25,148,.169,3716,7387,.503,1573,2191,.718,1243,2388,3631,2244,769,480,1518,2034,9080
7,1980-81,Phoenix Suns,PHO,82,19755,3587,7326,.490,35,161,.217,3552,7165,.496,1810,2430,.745,1234,2490,3724,2205,876,416,1733,1996,9019
8,1980-81,Boston Celtics,BOS,82,19780,3581,7099,.504,65,241,.270,3516,6858,.513,1781,2369,.752,1155,2424,3579,2202,683,594,1577,1990,9008
9,1980-81,Golden State Warriors,GSW,82,19730,3560,7284,.489,60,210,.286,3500,7074,.495,1826,2513,.727,1403,2366,3769,2026,611,301,1547,2158,9006
10,1980-81,Chicago Bulls,CHI,82,19780,3457,6903,.501,38,179,.212,3419,6724,.508,1985,2563,.774,1227,2475,3702,1925,729,514,1672,2058,8937
11,1980-81,Houston Rockets,HOU,82,19805,3573,7335,.487,21,118,.178,3552,7217,.492,1711,2223,.770,1216,2347,3563,2099,705,390,1451,1901,8878
12,1980-81,New York Knicks,NYK,82,19830,3505,7255,.483,56,236,.237,3449,7019,.491,1783,2386,.747,1137,2205,3342,1976,861,314,1461,1917,8849
13,1980-81,Indiana Pacers,IND,82,19730,3491,7245,.482,30,169,.178,3461,7076,.489,1815,2540,.715,1325,2267,3592,2091,833,484,1491,2006,8827
14,1980-81,Kansas City Kings,KCK,82,19830,3572,7151,.500,49,168,.292,3523,6983,.505,1576,2206,.714,1037,2450,3487,2271,719,385,1448,2092,8769
15,1980-81,New Jersey Nets,NJN,82,19805,3477,7314,.475,34,138,.246,3443,7176,.480,1780,2371,.751,1092,2374,3466,2068,750,458,1664,2204,8768
16,1980-81,San Diego Clippers,SDC,82,19730,3477,7283,.477,132,407,.324,3345,6876,.486,1651,2246,.735,1169,2144,3313,2098,764,292,1407,2078,8737
17,1980-81,Cleveland Cavaliers,CLE,82,19780,3556,7609,.467,72,249,.289,3484,7360,.473,1486,1909,.778,1258,2243,3501,2007,632,322,1396,1995,8670
18,1980-81,Washington Bullets,WSB,82,19780,3549,7517,.472,65,241,.270,3484,7276,.479,1499,2072,.723,1155,2533,3688,2151,641,392,1422,1895,8662
19,1980-81,Atlanta Hawks,ATL,82,19930,3291,6866,.479,10,82,.122,3281,6784,.484,2012,2590,.777,1201,2224,3425,1846,749,469,1605,2276,8604
20,1980-81,Seattle SuperSonics,SEA,82,19780,3343,7145,.468,32,117,.274,3311,7028,.471,1813,2376,.763,1167,2434,3601,1945,628,438,1524,1986,8531
21,1980-81,Dallas Mavericks,DAL,82,19780,3204,6928,.462,46,165,.279,3158,6763,.467,1868,2487,.751,1109,2177,3286,1984,561,214,1439,2008,8322
22,1980-81,Utah Jazz,UTA,82,19730,3332,6825,.488,42,163,.258,3290,6662,.494,1595,2080,.767,962,2325,3287,1948,637,386,1423,2110,8301
23,1980-81,Detroit Pistons,DET,82,19755,3236,6986,.463,13,84,.155,3223,6902,.467,1689,2330,.725,1201,2111,3312,1819,884,492,1759,2125,8174
,1980-81,League Average,,82,19797,3523,7251,.486,41,166,.245,3482,7085,.491,1778,2369,.751,1193,2373,3566,2088,738,436,1537,2055,8865
1,1979-80,San Antonio Spurs,SAS,82,19755,3856,7738,.498,52,206,.252,3804,7532,.505,2024,2528,.801,1153,2515,3668,2326,771,333,1589,2103,9788
2,1979-80,Los Angeles Lakers,LAL,82,19880,3898,7368,.529,20,100,.200,3878,7268,.534,1622,2092,.775,1085,2653,3738,2413,774,546,1639,1784,9438
3,1979-80,Cleveland Cavaliers,CLE,82,19930,3811,8041,.474,36,187,.193,3775,7854,.481,1702,2205,.772,1307,2381,3688,2108,764,342,1370,1934,9360
4,1979-80,New York Knicks,NYK,82,19780,3802,7672,.496,42,191,.220,3760,7481,.503,1698,2274,.747,1236,2303,3539,2265,881,457,1613,2168,9344
5,1979-80,Boston Celtics,BOS,82,19880,3617,7387,.490,162,422,.384,3455,6965,.496,1907,2449,.779,1227,2457,3684,2198,809,308,1539,1974,9303
6,1979-80,Indiana Pacers,IND,82,19855,3639,7689,.473,88,314,.280,3551,7375,.481,1753,2333,.751,1398,2326,3724,2148,900,530,1517,1973,9119
7,1979-80,Phoenix Suns,PHO,82,19755,3570,7235,.493,68,280,.243,3502,6955,.504,1906,2466,.773,1071,2458,3529,2283,908,344,1629,1853,9114
8,1979-80,Houston Rockets,HOU,82,19930,3599,7496,.480,104,379,.274,3495,7117,.491,1782,2326,.766,1394,2217,3611,2149,782,373,1565,1927,9084
9,1979-80,Milwaukee Bucks,MIL,82,19805,3685,7553,.488,50,155,.323,3635,7398,.491,1605,2102,.764,1245,2396,3641,2277,778,510,1496,1937,9025
10,1979-80,Philadelphia 76ers,PHI,82,19855,3523,7156,.492,27,125,.216,3496,7031,.497,1876,2431,.772,1187,2635,3822,2226,792,652,1708,1860,8949
11,1979-80,Detroit Pistons,DET,82,19780,3643,7596,.480,57,219,.260,3586,7377,.486,1590,2149,.740,1226,2415,3641,1950,783,562,1742,2069,8933
12,1979-80,Seattle SuperSonics,SEA,82,19830,3554,7565,.470,59,189,.312,3495,7376,.474,1730,2253,.768,1380,2550,3930,2043,750,428,1496,1865,8897
13,1979-80,New Jersey Nets,NJN,82,19805,3456,7504,.461,85,298,.285,3371,7206,.468,1882,2406,.782,1229,2535,3764,2094,869,581,1702,2181,8879
14,1979-80,Denver Nuggets,DEN,82,19830,3462,7470,.463,83,255,.325,3379,7215,.468,1871,2539,.737,1311,2524,3835,2079,746,404,1533,1917,8878
15,1979-80,Kansas City Kings,KCK,82,19805,3582,7489,.478,25,114,.219,3557,7375,.482,1671,2250,.743,1187,2429,3616,2123,863,356,1439,2135,8860
16,1979-80,San Diego Clippers,SDC,82,19755,3524,7494,.470,177,543,.326,3347,6951,.482,1595,2167,.736,1294,2308,3602,1688,664,288,1443,1896,8820
17,1979-80,Chicago Bulls,CHI,82,19905,3362,6943,.484,70,275,.255,3292,6668,.494,2019,2592,.779,1115,2465,3580,2152,704,392,1684,2146,8813
18,1979-80,Washington Bullets,WSB,82,19880,3574,7796,.458,73,238,.307,3501,7558,.463,1552,2048,.758,1334,2723,4057,2201,530,443,1380,1893,8773
19,1979-80,Atlanta Hawks,ATL,82,19780,3261,7027,.464,13,75,.173,3248,6952,.467,2038,2645,.771,1369,2406,3775,1913,782,539,1495,2293,8573
20,1979-80,Golden State Warriors,GSW,82,19880,3527,7318,.482,27,121,.223,3500,7197,.486,1412,1914,.738,1155,2437,3592,2028,779,339,1492,2082,8493
21,1979-80,Portland Trail Blazers,POR,82,19780,3408,7167,.476,26,132,.197,3382,7035,.481,1560,2100,.743,1295,2408,3703,1898,708,472,1552,1956,8402
22,1979-80,Utah Jazz,UTA,82,19805,3382,6817,.496,59,185,.319,3323,6632,.501,1571,1943,.809,967,2359,3326,2005,656,362,1543,2006,8394
,1979-80,League Average,,82,19830,3579,7433,.481,64,227,.280,3515,7205,.488,1744,2282,.764,1235,2450,3685,2117,772,435,1553,1998,8965
1,1978-79,San Antonio Spurs,SAS,82,19830,3927,7760,.506,,,,3927,7760,.506,1926,2423,.795,1096,2619,3715,2313,829,509,1652,2071,9780
2,1978-79,Phoenix Suns,PHO,82,19780,3847,7516,.512,,,,3847,7516,.512,1765,2299,.768,1083,2379,3462,2500,915,337,1760,1944,9459
3,1978-79,Washington Bullets,WSB,82,19780,3819,7873,.485,,,,3819,7873,.485,1785,2428,.735,1309,2768,4077,2169,614,401,1420,1804,9423
4,1978-79,Milwaukee Bucks,MIL,82,19880,3906,7773,.503,,,,3906,7773,.503,1541,2021,.762,1157,2370,3527,2562,862,435,1574,2106,9353
5,1978-79,Houston Rockets,HOU,82,19780,3726,7498,.497,,,,3726,7498,.497,1845,2330,.792,1256,2504,3760,2302,632,286,1510,2001,9297
6,1978-79,San Diego Clippers,SDC,82,19730,3721,7706,.483,,,,3721,7706,.483,1836,2471,.743,1392,2413,3805,1539,703,392,1623,2127,9278
7,1978-79,Kansas City Kings,KCK,82,19855,3764,7644,.492,,,,3764,7644,.492,1746,2392,.730,1191,2404,3595,2239,825,390,1631,2419,9274
8,1978-79,Los Angeles Lakers,LAL,82,19780,3827,7397,.517,,,,3827,7397,.517,1606,2088,.769,949,2557,3506,2338,793,500,1569,1851,9260
9,1978-79,Denver Nuggets,DEN,82,19705,3517,7311,.481,,,,3517,7311,.481,2046,2841,.720,1307,2596,3903,2166,673,416,1666,2106,9080
10,1978-79,Detroit Pistons,DET,82,19780,3708,7802,.475,,,,3708,7802,.475,1607,2242,.717,1303,2380,3683,2092,847,550,1599,2141,9023
11,1978-79,Philadelphia 76ers,PHI,82,19805,3584,7338,.488,,,,3584,7338,.488,1815,2411,.753,1149,2712,3861,2253,779,599,1771,2072,8983
12,1978-79,Atlanta Hawks,ATL,82,19855,3505,7410,.473,,,,3505,7410,.473,1940,2534,.766,1381,2341,3722,1938,801,596,1523,2424,8950
13,1978-79,Indiana Pacers,IND,82,19705,3575,7525,.475,,,,3575,7525,.475,1759,2317,.759,1225,2530,3755,2005,687,416,1536,2093,8909
14,1978-79,Portland Trail Blazers,POR,82,19780,3541,7338,.483,,,,3541,7338,.483,1806,2362,.765,1256,2435,3691,1946,776,512,1658,2187,8888
15,1978-79,New Orleans Jazz,NOJ,82,19705,3517,7511,.468,,,,3517,7511,.468,1848,2409,.767,1234,2676,3910,2079,760,559,1764,1940,8882
16,1978-79,Boston Celtics,BOS,82,19680,3527,7347,.480,,,,3527,7347,.480,1820,2321,.784,1119,2396,3515,1995,710,283,1713,1977,8874
17,1978-79,New Jersey Nets,NJN,82,19755,3464,7523,.460,,,,3464,7523,.460,1904,2613,.729,1241,2370,3611,1907,853,619,1861,2329,8832
18,1978-79,New York Knicks,NYK,82,19780,3676,7554,.487,,,,3676,7554,.487,1478,2111,.700,1200,2430,3630,2121,699,397,1605,2154,8830
19,1978-79,Seattle SuperSonics,SEA,82,19755,3504,7484,.468,,,,3504,7484,.468,1732,2298,.754,1310,2591,3901,1973,690,398,1586,1914,8740
20,1978-79,Cleveland Cavaliers,CLE,82,19680,3556,7602,.468,,,,3556,7602,.468,1620,2103,.770,1229,2256,3485,1796,688,334,1376,2027,8732
21,1978-79,Golden State Warriors,GSW,82,19780,3627,7453,.487,,,,3627,7453,.487,1367,1872,.730,1169,2513,3682,2064,774,420,1500,2023,8621
22,1978-79,Chicago Bulls,CHI,82,19780,3478,7108,.489,,,,3478,7108,.489,1632,2184,.747,1224,2544,3768,2169,576,324,1813,1970,8588
,1978-79,League Average,,82,19771,3651,7522,.485,,,,3651,7522,.485,1747,2321,.752,1217,2490,3707,2112,749,440,1623,2076,9048
1,1977-78,Philadelphia 76ers,PHI,82,19830,3628,7471,.486,,,,3628,7471,.486,2153,2863,.752,1299,2694,3993,2220,800,548,1752,2188,9409
2,1977-78,San Antonio Spurs,SAS,82,19780,3794,7594,.500,,,,3794,7594,.500,1797,2234,.804,1030,2594,3624,2240,797,553,1665,1871,9385
3,1977-78,New York Knicks,NYK,82,20005,3815,7822,.488,,,,3815,7822,.488,1670,2225,.751,1180,2689,3869,2338,818,442,1764,2193,9300
4,1977-78,Milwaukee Bucks,MIL,82,19980,3801,7883,.482,,,,3801,7883,.482,1612,2220,.726,1239,2480,3719,2306,867,472,1680,2038,9214
5,1977-78,Phoenix Suns,PHO,82,19780,3731,7836,.476,,,,3731,7836,.476,1749,2329,.751,1166,2579,3745,2338,1059,372,1766,1956,9211
6,1977-78,Denver Nuggets,DEN,82,19830,3548,7441,.477,,,,3548,7441,.477,2068,2705,.765,1177,2736,3913,2187,824,422,1748,2116,9164
7,1977-78,Washington Bullets,WSB,82,19830,3580,7772,.461,,,,3580,7772,.461,1887,2655,.711,1349,2815,4164,1948,668,386,1613,1879,9047
8,1977-78,Los Angeles Lakers,LAL,82,19805,3734,7672,.487,,,,3734,7672,.487,1576,2095,.752,1136,2647,3783,2229,802,409,1548,1964,9044
9,1977-78,Kansas City Kings,KCK,82,19830,3601,7731,.466,,,,3601,7731,.466,1775,2262,.785,1208,2632,3840,1992,794,370,1690,2228,8977
10,1977-78,Detroit Pistons,DET,82,19855,3552,7424,.478,,,,3552,7424,.478,1832,2490,.736,1229,2601,3830,1840,866,330,1858,1980,8936
11,1977-78,Indiana Pacers,IND,82,19830,3500,7783,.450,,,,3500,7783,.450,1904,2564,.743,1386,2624,4010,1982,808,456,1642,2230,8904
12,1977-78,Portland Trail Blazers,POR,82,19730,3556,7367,.483,,,,3556,7367,.483,1717,2259,.760,1187,2686,3873,2067,798,390,1625,2068,8829
13,1977-78,New Orleans Jazz,NOJ,82,19780,3568,7717,.462,,,,3568,7717,.462,1690,2331,.725,1309,2907,4216,2079,662,514,1694,1938,8826
14,1977-78,New Jersey Nets,NJN,82,19905,3547,8004,.443,,,,3547,8004,.443,1652,2304,.717,1306,2595,3901,1879,857,631,1774,2312,8746
15,1977-78,Golden State Warriors,GSW,82,19780,3574,7654,.467,,,,3574,7654,.467,1550,2081,.745,1183,2629,3812,2097,873,405,1518,2113,8698
16,1977-78,Boston Celtics,BOS,82,19830,3494,7635,.458,,,,3494,7635,.458,1682,2159,.779,1235,2850,4085,1969,643,295,1652,2033,8670
17,1977-78,Buffalo Braves,BUF,82,19805,3413,7323,.466,,,,3413,7323,.466,1808,2314,.781,1083,2538,3621,1975,650,327,1575,2017,8634
18,1977-78,Seattle SuperSonics,SEA,82,19780,3445,7715,.447,,,,3445,7715,.447,1675,2352,.712,1456,2601,4057,1799,782,429,1636,2008,8565
19,1977-78,Cleveland Cavaliers,CLE,82,19880,3496,7707,.454,,,,3496,7707,.454,1569,2116,.741,1187,2676,3863,1740,692,455,1382,1832,8561
20,1977-78,Chicago Bulls,CHI,82,19755,3330,7041,.473,,,,3330,7041,.473,1863,2471,.754,1248,2577,3825,2119,665,322,1667,1930,8523
21,1977-78,Houston Rockets,HOU,82,19730,3523,7691,.458,,,,3523,7691,.458,1467,1896,.774,1301,2421,3722,1942,683,319,1376,2025,8513
22,1977-78,Atlanta Hawks,ATL,82,19830,3335,7253,.460,,,,3335,7253,.460,1836,2316,.793,1160,2359,3519,1901,916,408,1592,2470,8506
,1977-78,League Average,,82,19825,3571,7615,.469,,,,3571,7615,.469,1751,2329,.752,1230,2633,3863,2054,787,421,1646,2063,8894
1,1976-77,San Antonio Spurs,SAS,82,19755,3711,7657,.485,,,,3711,7657,.485,2010,2522,.797,1110,2550,3660,2115,857,499,1770,1966,9432
2,1976-77,Denver Nuggets,DEN,82,19780,3590,7471,.481,,,,3590,7471,.481,2053,2783,.738,1288,2700,3988,2262,953,471,2011,2142,9233
3,1976-77,Portland Trail Blazers,POR,82,19730,3623,7537,.481,,,,3623,7537,.481,1917,2515,.762,1260,2703,3963,1990,868,492,1757,2220,9163
4,1976-77,Golden State Warriors,GSW,82,19780,3724,7832,.475,,,,3724,7832,.475,1649,2172,.759,1300,2639,3939,2120,904,432,1624,2058,9097
5,1976-77,Philadelphia 76ers,PHI,82,19780,3511,7322,.480,,,,3511,7322,.480,2012,2732,.736,1293,2752,4045,1966,814,561,1915,2074,9034
6,1976-77,Detroit Pistons,DET,82,19730,3764,7792,.483,,,,3764,7792,.483,1442,1960,.736,1169,2495,3664,2004,877,459,1718,2200,8970
7,1976-77,New York Knicks,NYK,82,19755,3659,7530,.486,,,,3659,7530,.486,1587,2078,.764,974,2680,3654,1956,714,304,1680,2007,8905
8,1976-77,Milwaukee Bucks,MIL,82,19705,3668,7840,.468,,,,3668,7840,.468,1553,2072,.750,1220,2519,3739,1970,790,342,1648,2094,8889
9,1976-77,Kansas City Kings,KCK,82,19830,3561,7733,.460,,,,3561,7733,.460,1706,2140,.797,1222,2593,3815,1982,849,386,1576,2173,8828
10,1976-77,Los Angeles Lakers,LAL,82,19805,3663,7657,.478,,,,3663,7657,.478,1437,1941,.740,1177,2628,3805,2057,801,445,1538,1867,8763
11,1976-77,Indiana Pacers,IND,82,19755,3522,7840,.449,,,,3522,7840,.449,1714,2297,.746,1409,2584,3993,2009,924,458,1609,2030,8758
12,1976-77,Houston Rockets,HOU,82,19780,3535,7325,.483,,,,3535,7325,.483,1656,2103,.787,1254,2632,3886,1913,616,411,1600,2132,8726
13,1976-77,Washington Bullets,WSB,82,19730,3514,7479,.470,,,,3514,7479,.470,1622,2264,.716,1185,2758,3943,1935,642,433,1677,1940,8650
14,1976-77,Buffalo Braves,BUF,82,19730,3366,7475,.450,,,,3366,7475,.450,1880,2492,.754,1213,2623,3836,1883,683,392,1699,1842,8612
15,1976-77,Phoenix Suns,PHO,82,19730,3406,7249,.470,,,,3406,7249,.470,1791,2345,.764,1059,2493,3552,2100,750,346,1830,2089,8603
16,1976-77,New Orleans Jazz,NOJ,82,19780,3443,7602,.453,,,,3443,7602,.453,1688,2183,.773,1249,2828,4077,1854,613,357,1706,2099,8574
17,1976-77,Boston Celtics,BOS,82,19830,3462,7775,.445,,,,3462,7775,.445,1648,2181,.756,1241,2966,4207,2010,506,263,1673,2039,8572
18,1976-77,Seattle SuperSonics,SEA,82,19805,3439,7639,.450,,,,3439,7639,.450,1646,2386,.690,1355,2433,3788,1772,932,503,1759,2198,8524
19,1976-77,Atlanta Hawks,ATL,82,19705,3279,7176,.457,,,,3279,7176,.457,1836,2451,.749,1244,2512,3756,1882,733,330,1779,2302,8394
20,1976-77,Cleveland Cavaliers,CLE,82,19780,3451,7688,.449,,,,3451,7688,.449,1468,1993,.737,1312,2563,3875,1845,579,472,1356,1951,8370
21,1976-77,Chicago Bulls,CHI,82,19805,3249,7186,.452,,,,3249,7186,.452,1613,2159,.747,1292,2705,3997,1989,699,364,1552,1871,8111
22,1976-77,New York Nets,NYN,82,19730,3096,7222,.429,,,,3096,7222,.429,1673,2274,.736,1157,2547,3704,1422,802,435,1630,2178,7865
,1976-77,League Average,,82,19764,3511,7547,.465,,,,3511,7547,.465,1709,2275,.751,1227,2632,3858,1956,768,416,1687,2067,8731
1,1975-76,Golden State Warriors,GSW,82,19830,3691,7982,.462,,,,3691,7982,.462,1620,2158,.751,1349,2912,4261,2041,928,416,1613,2022,9002
2,1975-76,Buffalo Braves,BUF,82,19705,3481,7307,.476,,,,3481,7307,.476,1833,2368,.774,1002,2719,3721,2112,720,366,1743,2017,8795
3,1975-76,Los Angeles Lakers,LAL,82,19705,3547,7622,.465,,,,3547,7622,.465,1670,2164,.772,1132,2870,4002,1939,674,528,1612,2025,8764
4,1975-76,Philadelphia 76ers,PHI,82,19855,3462,7752,.447,,,,3462,7752,.447,1811,2469,.733,1385,2684,4069,1658,809,367,1729,2187,8735
5,1975-76,Seattle SuperSonics,SEA,82,19780,3542,7730,.458,,,,3542,7730,.458,1642,2309,.711,1217,2498,3715,1935,866,355,1615,2133,8726
6,1975-76,Boston Celtics,BOS,82,19755,3527,7901,.446,,,,3527,7901,.446,1654,2120,.780,1369,2972,4341,1980,561,260,1609,2002,8708
7,1975-76,Houston Rockets,HOU,82,19755,3546,7304,.485,,,,3546,7304,.485,1616,2046,.790,1059,2644,3703,2213,656,359,1665,2045,8708
8,1975-76,Phoenix Suns,PHO,82,19880,3420,7251,.472,,,,3420,7251,.472,1780,2337,.762,1108,2558,3666,2083,853,349,1852,2018,8620
9,1975-76,Detroit Pistons,DET,82,19780,3524,7598,.464,,,,3524,7598,.464,1557,2049,.760,1205,2545,3750,1751,786,332,1619,2086,8605
10,1975-76,New Orleans Jazz,NOJ,82,19880,3352,7491,.447,,,,3352,7491,.447,1831,2415,.758,1189,2779,3968,1765,750,343,1659,2175,8535
11,1975-76,Portland Trail Blazers,POR,82,19730,3417,7292,.469,,,,3417,7292,.469,1699,2350,.723,1116,2843,3959,2094,776,408,1867,2091,8533
12,1975-76,Kansas City Kings,KCK,82,19755,3341,7379,.453,,,,3341,7379,.453,1792,2335,.767,1133,2668,3801,1864,751,324,1607,2056,8474
13,1975-76,Washington Bullets,WSB,82,19905,3416,7234,.472,,,,3416,7234,.472,1595,2215,.720,1019,2812,3831,1823,696,485,1672,1921,8427
14,1975-76,New York Knicks,NYK,82,19805,3443,7555,.456,,,,3443,7555,.456,1532,1985,.772,1022,2723,3745,1660,575,259,1403,2006,8418
15,1975-76,Atlanta Hawks,ATL,82,19805,3301,7338,.450,,,,3301,7338,.450,1809,2467,.733,1225,2540,3765,1666,790,277,1553,1983,8411
16,1975-76,Milwaukee Bucks,MIL,82,19830,3456,7435,.465,,,,3456,7435,.465,1437,1952,.736,1094,2688,3782,1817,715,468,1624,2041,8349
17,1975-76,Cleveland Cavaliers,CLE,82,19805,3497,7709,.454,,,,3497,7709,.454,1346,1827,.737,1192,2588,3780,1844,638,397,1330,1871,8340
18,1975-76,Chicago Bulls,CHI,82,19780,3106,7499,.414,,,,3106,7499,.414,1651,2197,.751,1375,2726,4101,1704,627,255,1413,1977,7863
,1975-76,League Average,,82,19797,3448,7521,.458,,,,3448,7521,.458,1660,2209,.751,1177,2709,3887,1886,732,364,1621,2036,8556
1,1974-75,Golden State Warriors,GSW,82,19780,3714,7981,.465,,,,3714,7981,.465,1470,1915,.768,1416,2854,4270,2076,972,365,1716,2109,8898
2,1974-75,Buffalo Braves,BUF,82,19730,3552,7469,.476,,,,3552,7469,.476,1735,2224,.780,1108,2735,3843,2063,718,456,1710,1879,8839
3,1974-75,Boston Celtics,BOS,82,19755,3587,7825,.458,,,,3587,7825,.458,1560,1971,.791,1315,2949,4264,2159,662,288,1625,1913,8734
4,1974-75,Atlanta Hawks,ATL,82,19805,3424,7824,.438,,,,3424,7824,.438,1772,2435,.728,1441,2653,4094,1878,744,227,1550,1964,8620
5,1974-75,Washington Bullets,WSB,82,19805,3555,7697,.462,,,,3555,7697,.462,1475,1962,.752,1133,2764,3897,2005,929,409,1594,1961,8585
6,1974-75,Houston Rockets,HOU,82,19780,3448,7231,.477,,,,3448,7231,.477,1625,2034,.799,1177,2495,3672,2155,746,351,1759,2068,8521
7,1974-75,Portland Trail Blazers,POR,82,19880,3414,7113,.480,,,,3414,7113,.480,1680,2265,.742,1049,2758,3807,2209,755,399,1833,2055,8508
8,1974-75,Los Angeles Lakers,LAL,82,19855,3409,7577,.450,,,,3409,7577,.450,1641,2182,.752,1312,2763,4075,2091,755,423,1785,2079,8459
9,1974-75,Seattle SuperSonics,SEA,82,19880,3488,7653,.456,,,,3488,7653,.456,1475,1970,.749,1142,2579,3721,1997,837,378,1610,1977,8451
10,1974-75,New Orleans Jazz,NOJ,82,19730,3301,7509,.440,,,,3301,7509,.440,1717,2247,.764,1144,2616,3760,1818,725,256,1802,2222,8319
11,1974-75,Kansas City-Omaha Kings,KCO,82,19730,3257,7258,.449,,,,3257,7258,.449,1797,2190,.821,991,2745,3736,1853,724,347,1542,1968,8311
12,1974-75,Phoenix Suns,PHO,82,19805,3381,7561,.447,,,,3381,7561,.447,1535,2082,.737,1349,2684,4033,1879,664,317,1760,2090,8297
13,1974-75,Milwaukee Bucks,MIL,82,19805,3450,7367,.468,,,,3450,7367,.468,1354,1746,.775,1021,2766,3787,1932,596,400,1540,1949,8254
14,1974-75,New York Knicks,NYK,82,19730,3359,7464,.450,,,,3359,7464,.450,1518,1967,.772,981,2652,3633,1675,652,300,1374,2001,8236
15,1974-75,Philadelphia 76ers,PHI,82,19805,3325,7476,.445,,,,3325,7476,.445,1530,2043,.749,1200,2706,3906,1709,576,263,1591,1974,8180
16,1974-75,Cleveland Cavaliers,CLE,82,19880,3408,7371,.462,,,,3408,7371,.462,1301,1753,.742,1058,2502,3560,1903,600,348,1462,1881,8117
17,1974-75,Detroit Pistons,DET,82,19705,3289,7053,.466,,,,3289,7053,.466,1533,1975,.776,1002,2515,3517,1916,679,380,1557,1866,8111
18,1974-75,Chicago Bulls,CHI,82,19880,3167,7085,.447,,,,3167,7085,.447,1711,2203,.777,1107,2786,3893,1840,668,379,1482,1952,8045
,1974-75,League Average,,82,19797,3418,7473,.457,,,,3418,7473,.457,1579,2065,.765,1164,2696,3859,1953,722,349,1627,1995,8416
1,1973-74,Buffalo Braves,BUF,82,19830,3728,7763,.480,,,,3728,7763,.480,1699,2221,.765,1150,2830,3980,2165,786,600,1828,1875,9155
2,1973-74,Golden State Warriors,GSW,82,19705,3721,8020,.464,,,,3721,8020,.464,1569,2018,.778,1379,3035,4414,1989,668,450,1667,1893,9011
3,1973-74,Los Angeles Lakers,LAL,82,19755,3536,7803,.453,,,,3536,7803,.453,1879,2443,.769,1365,2970,4335,2179,794,653,1913,2032,8951
4,1973-74,Boston Celtics,BOS,82,19780,3630,7969,.456,,,,3630,7969,.456,1677,2097,.800,1378,3074,4452,2187,561,305,1796,1868,8937
5,1973-74,Atlanta Hawks,ATL,82,19755,3602,7744,.465,,,,3602,7744,.465,1703,2264,.752,1240,2712,3952,1993,758,332,1823,2073,8907
6,1973-74,Phoenix Suns,PHO,82,19755,3555,7726,.460,,,,3555,7726,.460,1737,2235,.777,1090,2723,3813,2052,658,305,1666,2123,8847
